obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_24
"=""50.863""","=""0.002""","=""50.8643383""","=""0.0000003""","=""20""","=""3.1031e+07""","=""3.6108e-03""","=""6.0463e-03""","=""-2.44240""",AAA,"=""[0.00000000]""","=""[24.375466697350]""","=""1s2""","=""1S""","=""0""","=""1s.8p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L14922""",
"=""50.997""","=""0.002""","=""50.9998300""","=""0.0000003""","=""25""","=""4.6224e+07""","=""5.4073e-03""","=""9.0788e-03""","=""-2.26702""",AAA,"=""[0.00000000]""","=""[24.31070817873]""","=""1s2""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L14922""",
"=""""","=""""","=""51.0132995""","=""0.0000003""","=""""","=""1.07e-02""","=""2.09e-12""","=""1.24e-01""","=""-11.68""",C,"=""[0.00000000]""","=""[24.30428920147]""","=""1s2""","=""1S""","=""0""","=""1s.7p""","=""3P*""","=""2""",1,5,M2,"=""T5612""","=""""",
"=""51.207""","=""0.002""","=""51.2098570""","=""0.0000003""","=""35""","=""7.3174e+07""","=""8.6306e-03""","=""1.4550e-02""","=""-2.06396""",AAA,"=""[0.00000000]""","=""[24.21100267716]""","=""1s2""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L14922""",
"=""""","=""""","=""51.2135649""","=""0.0000003""","=""""","=""2.6480e+02""","=""5.2061e-08""","=""4.1650e-02""","=""-7.2835""",AAA,"=""[0.00000000]""","=""[24.209249793955]""","=""1s2""","=""1S""","=""0""","=""1s.6d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
"=""""","=""""","=""51.2314135""","=""0.0000003""","=""""","=""1.53e-02""","=""3.01e-12""","=""1.81e-01""","=""-11.52""",C,"=""[0.00000000]""","=""[24.20081545451]""","=""1s2""","=""1S""","=""0""","=""1s.6p""","=""3P*""","=""2""",1,5,M2,"=""T5612""","=""""",
"=""51.5596""","=""0.002""","=""51.5616849""","=""0.0000003""","=""50""","=""1.2582e+08""","=""1.5045e-02""","=""2.5538e-02""","=""-1.82262""",AAA,"=""[0.00000000]""","=""[24.04580040653]""","=""1s2""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L14922""",
"=""""","=""""","=""51.5681122""","=""0.0000003""","=""""","=""4.3136e+02""","=""8.5986e-08""","=""7.0229e-02""","=""-7.0656""",AAA,"=""[0.00000000]""","=""[24.042803412125]""","=""1s2""","=""1S""","=""0""","=""1s.5d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
"=""""","=""""","=""51.5993995""","=""0.0000003""","=""""","=""2.64e-02""","=""5.27e-12""","=""3.24e-01""","=""-11.28""",C,"=""[0.00000000]""","=""[24.0282250640]""","=""1s2""","=""1S""","=""0""","=""1s.5p""","=""3P*""","=""2""",1,5,M2,"=""T5612""","=""""",
"=""52.2186""","=""0.002""","=""52.2213093""","=""0.0000003""","=""100""","=""2.4356e+08""","=""2.9873e-02""","=""5.1357e-02""","=""-1.52472""",AAA,"=""[0.00000000]""","=""[23.74207006880]""","=""1s2""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L14922""",
"=""""","=""""","=""52.2339267""","=""0.0000003""","=""""","=""7.4848e+02""","=""1.5308e-07""","=""1.2993e-01""","=""-6.8151""",AAA,"=""[0.00000000]""","=""[23.73633503536]""","=""1s2""","=""1S""","=""0""","=""1s.4d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
"=""""","=""""","=""52.2965949""","=""0.0000003""","=""""","=""5.2e-02""","=""1.1e-11""","=""6.8e-01""","=""-11.0""",C,"=""[0.00000000]""","=""[23.7078912279]""","=""1s2""","=""1S""","=""0""","=""1s.4p""","=""3P*""","=""2""",1,5,M2,"=""T5612""","=""""",
"=""53.70293""","=""0.00005""","=""53.7029926""","=""0.0000003""","=""400""","=""5.6634e+08""","=""7.3460e-02""","=""1.2988e-01""","=""-1.13395""",AAA,"=""[0.00000000]""","=""[23.08701852960]""","=""1s2""","=""1S""","=""0""","=""1s.3p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L551""",
"=""""","=""""","=""53.7331180""","=""0.0000003""","=""""","=""1.299e+03""","=""2.811e-07""","=""2.597e-01""","=""-6.551""",AA,"=""[0.00000000]""","=""[23.07407479777]""","=""1s2""","=""1S""","=""0""","=""1s.3d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
"=""""","=""""","=""53.8896007""","=""0.0000003""","=""""","=""1.21e-01""","=""2.63e-11""","=""1.84e+00""","=""-10.58""",C,"=""[0.00000000]""","=""[23.00707314571]""","=""1s2""","=""1S""","=""0""","=""1s.3p""","=""3P*""","=""2""",1,5,M2,"=""T5612""","=""""",
"=""58.43339""","=""0.00005""","=""58.4334366""","=""0.0000004""","=""1000""","=""1.7989e+09""","=""2.7625e-01""","=""5.3143e-01""","=""-0.55869""",AAA,"=""[0.00000000]""","=""[21.2180227112]""","=""1s2""","=""1S""","=""0""","=""1s.2p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L551""",
"=""59.14121""","=""0.00005""","=""59.1412080""","=""0.0000004""","=""50""","=""1.764e+02""","=""2.775e-08""","=""5.403e-08""","=""-7.5567""",AA,"=""[0.00000000]""","=""[20.96409636464]""","=""1s2""","=""1S""","=""0""","=""1s.2p""","=""3P*""","=""1""",1,3,,"=""T3585""","=""L551""",
"=""""","=""""","=""59.1412348""","=""0.0000004""","=""""","=""3.27e-01""","=""8.57e-11""","=""7.93e+00""","=""-10.07""",A,"=""[0.00000000]""","=""[20.96408688908]""","=""1s2""","=""1S""","=""0""","=""1s.2p""","=""3P*""","=""2""",1,5,M2,"=""T1494""","=""""",
"=""""","=""""","=""62.5563117""","=""0.0000004""","=""""","=""1.272e-04""","=""2.239e-14""","=""3.463e-09""","=""-13.650""",AA,"=""[0.00000000]""","=""[19.819614525]""","=""1s2""","=""1S""","=""0""","=""1s.2s""","=""3S""","=""1""",1,3,M1,"=""T1896""","=""""",
"=""257.84""","=""0.03""","=""257.86""","=""0.03""","=""50""","=""""","=""""","=""""","=""""",,"=""58.311""","=""63.119""","=""2s.2p""","=""3P*""","=""0,1,2""","=""2p.3p""","=""3D""","=""1,2,3""",9,15,,"=""""","=""L1786""",
"=""267.7931""","=""""","=""267.792354327""","=""0.000000015""","=""1*""","=""4.4174e+05""","=""1.5831e-04""","=""4.1869e-03""","=""-3.32338""",AAA,"=""[19.819614525]""","=""[24.44947779185]""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L14924""",
"=""267.7931""","=""""","=""267.792402470""","=""0.000000015""","=""1*""","=""4.4174e+05""","=""4.7492e-04""","=""1.2561e-02""","=""-2.84626""",AAA,"=""[19.819614525]""","=""[24.44947695951]""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L14924""",
"=""267.7931""","=""""","=""267.792406386""","=""0.000000015""","=""1*""","=""4.4174e+05""","=""7.9153e-04""","=""2.0935e-02""","=""-2.62441""",AAA,"=""[19.819614525]""","=""[24.44947689179]""","=""1s.2s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L14924""",
"=""269.6919""","=""""","=""269.691766664""","=""0.000000015""","=""1*""","=""6.0234e+05""","=""2.1893e-04""","=""5.8315e-03""","=""-3.18257""",AAA,"=""[19.819614525]""","=""[24.41687012452]""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L14924""",
"=""269.6919""","=""""","=""269.691833856""","=""0.000000015""","=""1*""","=""6.0234e+05""","=""6.5680e-04""","=""1.7494e-02""","=""-2.70544""",AAA,"=""[19.819614525]""","=""[24.41686897915]""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L14924""",
"=""269.6919""","=""""","=""269.691839324""","=""0.000000015""","=""1*""","=""6.0234e+05""","=""1.0947e-03""","=""2.9157e-02""","=""-2.48360""",AAA,"=""[19.819614525]""","=""[24.41686888593]""","=""1s.2s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L14924""",
"=""272.3998""","=""""","=""272.399761125""","=""0.000000016""","=""1*""","=""8.4996e+05""","=""3.1517e-04""","=""8.4791e-03""","=""-3.02433""",AAA,"=""[19.819614525]""","=""[24.37116765163]""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L14924""",
"=""272.3998""","=""""","=""272.399859130""","=""0.000000016""","=""1*""","=""8.4996e+05""","=""9.4552e-04""","=""2.5437e-02""","=""-2.54721""",AAA,"=""[19.819614525]""","=""[24.37116601407]""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L14924""",
"=""272.3998""","=""""","=""272.399867107""","=""0.000000016""","=""1*""","=""8.4996e+05""","=""1.5759e-03""","=""4.2396e-02""","=""-2.32536""",AAA,"=""[19.819614525]""","=""[24.37116588077]""","=""1s.2s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L14924""",
"=""""","=""""","=""276.461803599""","=""0.000000018""","=""2*""","=""1.2508e+06""","=""4.7774e-04""","=""1.3044e-02""","=""-2.84369""",AAA,"=""[19.819614525]""","=""[24.30429185947]""","=""1s.2s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L366""",
"=""""","=""""","=""276.461955113""","=""0.000000018""","=""2*""","=""1.2508e+06""","=""1.4332e-03""","=""3.9133e-02""","=""-2.36656""",AAA,"=""[19.819614525]""","=""[24.30428940164]""","=""1s.2s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L366""",
"=""""","=""""","=""276.461967453""","=""0.000000018""","=""2*""","=""1.2508e+06""","=""2.3887e-03""","=""6.5222e-02""","=""-2.14471""",AAA,"=""[19.819614525]""","=""[24.30428920147]""","=""1s.2s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L366""",
"=""281.90""","=""0.03""","=""281.90""","=""0.04""","=""10""","=""""","=""""","=""""","=""""",,"=""59.67378""","=""64.0719""","=""2p2""","=""3P""","=""0,1,2""","=""2p.3d""","=""3P*""","=""0,1,2""",9,9,,"=""""","=""L1786""",
"=""""","=""""","=""282.991079543""","=""0.000000024""","=""4*""","=""1.9389e+06""","=""7.7595e-04""","=""2.1687e-02""","=""-2.63304""",AAA,"=""[19.819614525]""","=""[24.20081970804]""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L366""",
"=""""","=""""","=""282.991333588""","=""0.000000024""","=""4*""","=""1.9389e+06""","=""2.3279e-03""","=""6.5062e-02""","=""-2.15592""",AAA,"=""[19.819614525]""","=""[24.20081577498]""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L366""",
"=""""","=""""","=""282.991354288""","=""0.000000024""","=""4*""","=""1.9389e+06""","=""3.8798e-03""","=""1.0844e-01""","=""-1.93407""",AAA,"=""[19.819614525]""","=""[24.20081545451]""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L366""",
"=""294.5967""","=""""","=""294.59599140""","=""0.00000003""","=""10*""","=""3.2006e+06""","=""1.3881e-03""","=""4.0387e-02""","=""-2.38046""",AAA,"=""[19.819614525]""","=""[24.0282324989]""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L14925c72""",
"=""294.5967""","=""""","=""294.59647260""","=""0.00000003""","=""10*""","=""3.2006e+06""","=""4.1643e-03""","=""1.2116e-01""","=""-1.90334""",AAA,"=""[19.819614525]""","=""[24.0282256244]""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L14925c72""",
"=""294.5967""","=""""","=""294.59651183""","=""0.00000003""","=""10*""","=""3.2006e+06""","=""6.9405e-03""","=""2.0194e-01""","=""-1.68149""",AAA,"=""[19.819614525]""","=""[24.0282250640]""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L14925c72""",
"=""301.46""","=""0.03""","=""301.459""","=""0.015""","=""40""","=""""","=""""","=""""","=""""",,"=""59.67378""","=""63.78658""","=""2p2""","=""3P""","=""0,1,2""","=""2p.3d""","=""3D*""","=""1,2,3""",9,15,,"=""""","=""L1786""",
"=""""","=""""","=""318.86549283""","=""0.00000007""","=""""","=""5.6361e+06""","=""2.8637e-03""","=""9.0185e-02""","=""-2.06595""",AAA,"=""[19.819614525]""","=""[23.7079060221]""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
"=""318.8667""","=""""","=""318.86661458""","=""0.00000007""","=""20*""","=""5.6361e+06""","=""8.5912e-03""","=""2.7056e-01""","=""-1.58883""",AAA,"=""[19.819614525]""","=""[23.7078923433]""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L14925c72""",
"=""318.8667""","=""""","=""318.86670605""","=""0.00000007""","=""20*""","=""5.6361e+06""","=""1.4319e-02""","=""4.5093e-01""","=""-1.36698""",AAA,"=""[19.819614525]""","=""[23.7078912279]""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L14925c72""",
"=""323.2199""","=""""","=""323.22031567""","=""0.00000005""","=""0""","=""5.1015e+05""","=""2.3970e-03""","=""2.5506e-02""","=""-2.62033""",AAA,"=""[20.615774823]""","=""[24.451678459372]""","=""1s.2s""","=""1S""","=""0""","=""1s.10p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L14924""",
"=""325.9215""","=""""","=""325.92131153""","=""0.00000005""","=""1""","=""6.9627e+05""","=""3.3265e-03""","=""3.5692e-02""","=""-2.47802""",AAA,"=""[20.615774823]""","=""[24.419889314325]""","=""1s.2s""","=""1S""","=""0""","=""1s.9p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L14924""",
"=""""","=""""","=""329.77223285""","=""0.00000005""","=""""","=""9.8432e+05""","=""4.8144e-03""","=""5.2268e-02""","=""-2.31746""",AAA,"=""[20.615774823]""","=""[24.375466697350]""","=""1s.2s""","=""1S""","=""0""","=""1s.8p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""335.55192066""","=""0.00000006""","=""1""","=""1.4537e+06""","=""7.3616e-03""","=""8.1322e-02""","=""-2.13303""",AAA,"=""[20.615774823]""","=""[24.31070817873]""","=""1s.2s""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L366""",
"=""""","=""""","=""344.85769318""","=""0.00000007""","=""2""","=""2.2691e+06""","=""1.2137e-02""","=""1.3779e-01""","=""-1.91589""",AAA,"=""[20.615774823]""","=""[24.21100267716]""","=""1s.2s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L366""",
"=""""","=""""","=""345.02591343""","=""0.00000006""","=""""","=""3.9163e+00""","=""3.4947e-08""","=""8.5488e+00""","=""-7.4566""",AAA,"=""[20.615774823]""","=""[24.209249793955]""","=""1s.2s""","=""1S""","=""0""","=""1s.6d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
"=""355.5430""","=""""","=""355.54214789""","=""0.00000003""","=""1*""","=""3.6386e+04""","=""4.1374e-05""","=""2.4214e-03""","=""-3.68431""",AAA,"=""[20.96408688908]""","=""[24.451273968544]""","=""1s.2p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""L551""",
"=""355.5430""","=""""","=""355.54216279""","=""0.00000003""","=""1*""","=""3.2745e+05""","=""6.2056e-04""","=""3.6318e-02""","=""-2.50825""",AAA,"=""[20.96408688908]""","=""[24.451273822448]""","=""1s.2p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""L551""",
"=""355.5430""","=""""","=""355.54216385""","=""0.00000003""","=""1*""","=""1.3099e+05""","=""3.4754e-04""","=""2.0340e-02""","=""-2.76002""",AAA,"=""[20.96408688908]""","=""[24.451273812052]""","=""1s.2p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""L551""",
"=""355.5430""","=""""","=""355.54311399""","=""0.00000003""","=""1*""","=""5.4579e+05""","=""1.0343e-03""","=""3.6321e-02""","=""-2.50821""",AAA,"=""[20.96409636464]""","=""[24.451273968544]""","=""1s.2p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""L551""",
"=""355.5430""","=""""","=""355.54312889""","=""0.00000003""","=""1*""","=""9.8235e+05""","=""3.1028e-03""","=""1.0895e-01""","=""-2.03112""",AAA,"=""[20.96409636464]""","=""[24.451273822448]""","=""1s.2p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""L551""",
"=""""","=""""","=""355.55560276""","=""0.00000003""","=""""","=""7.2772e+05""","=""4.1377e-03""","=""4.8433e-02""","=""-2.38324""",AAA,"=""[20.96421885051]""","=""[24.451273968544]""","=""1s.2p""","=""3P*""","=""0""","=""1s.10d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""356.3997""","=""""","=""356.39866184""","=""0.00000003""","=""0*""","=""2.6868e+05""","=""3.0698e-04""","=""1.8009e-02""","=""-2.81391""",AAA,"=""[20.96408688908]""","=""[24.44289339729]""","=""1s.2p""","=""3P*""","=""2""","=""1s.10s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""L366""",
"=""356.3997""","=""""","=""356.39963260""","=""0.00000003""","=""0*""","=""1.6121e+05""","=""3.0699e-04""","=""1.0806e-02""","=""-3.03576""",AAA,"=""[20.96409636464]""","=""[24.44289339729]""","=""1s.2p""","=""3P*""","=""1""","=""1s.10s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""L366""",
"=""""","=""""","=""356.41218161""","=""0.00000003""","=""""","=""5.3735e+04""","=""3.0700e-04""","=""3.6022e-03""","=""-3.51286""",AAA,"=""[20.96421885051]""","=""[24.44289339729]""","=""1s.2p""","=""3P*""","=""0""","=""1s.10s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""358.8294""","=""""","=""358.82856013""","=""0.00000003""","=""1*""","=""5.0298e+04""","=""5.8255e-05""","=""3.4409e-03""","=""-3.53570""",AAA,"=""[20.96408688908]""","=""[24.419335779720]""","=""1s.2p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""L551""",
"=""358.8294""","=""""","=""358.82858095""","=""0.00000003""","=""1*""","=""4.5265e+05""","=""8.7376e-04""","=""5.1609e-02""","=""-2.35964""",AAA,"=""[20.96408688908]""","=""[24.419335579246]""","=""1s.2p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""L551""",
"=""358.8294""","=""""","=""358.82858243""","=""0.00000003""","=""1*""","=""1.8107e+06""","=""4.8933e-03""","=""2.8903e-01""","=""-1.61142""",AAA,"=""[20.96408688908]""","=""[24.419335565023]""","=""1s.2p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""L551""",
"=""358.8294""","=""""","=""358.82954418""","=""0.00000003""","=""1*""","=""7.5448e+05""","=""1.4564e-03""","=""5.1614e-02""","=""-2.35960""",AAA,"=""[20.96409636464]""","=""[24.419335779720]""","=""1s.2p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""L551""",
"=""358.8294""","=""""","=""358.82956500""","=""0.00000003""","=""1*""","=""1.3580e+06""","=""4.3690e-03""","=""1.5483e-01""","=""-1.88250""",AAA,"=""[20.96409636464]""","=""[24.419335579246]""","=""1s.2p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""L551""",
"=""""","=""""","=""358.84226489""","=""0.00000003""","=""0""","=""1.0060e+06""","=""5.8262e-03""","=""6.8828e-02""","=""-2.23462""",AAA,"=""[20.96421885051]""","=""[24.419335779720]""","=""1s.2p""","=""3P*""","=""0""","=""1s.9d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""L551""",
"=""""","=""""","=""360.03314118""","=""0.00000004""","=""""","=""3.7358e+05""","=""4.3559e-04""","=""2.5815e-02""","=""-2.66195""",AAA,"=""[20.96408688908]""","=""[24.40777537914]""","=""1s.2p""","=""3P*""","=""2""","=""1s.9s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""360.03413184""","=""0.00000004""","=""""","=""2.2415e+05""","=""4.3559e-04""","=""1.5489e-02""","=""-2.88380""",AAA,"=""[20.96409636464]""","=""[24.40777537914]""","=""1s.2p""","=""3P*""","=""1""","=""1s.9s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""360.04693811""","=""0.00000004""","=""""","=""7.4716e+04""","=""4.3562e-04""","=""5.1635e-03""","=""-3.36089""",AAA,"=""[20.96421885051]""","=""[24.40777537914]""","=""1s.2p""","=""3P*""","=""0""","=""1s.9s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""361.4674""","=""""","=""361.46727015""","=""0.00000008""","=""3""","=""3.8022e+06""","=""2.2343e-02""","=""2.6589e-01""","=""-1.65085""",AAA,"=""[20.615774823]""","=""[24.04580040653]""","=""1s.2s""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L14925c72""",
"=""""","=""""","=""361.78337939""","=""0.00000007""","=""""","=""8.2983e+00""","=""8.1417e-08""","=""2.2962e+01""","=""-7.0893""",AAA,"=""[20.615774823]""","=""[24.042803412125]""","=""1s.2s""","=""1S""","=""0""","=""1s.5d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
"=""""","=""""","=""363.52666910""","=""0.00000003""","=""2*""","=""7.2396e+04""","=""8.6059e-05""","=""5.1496e-03""","=""-3.36623""",AAA,"=""[20.96408688908]""","=""[24.374681185743]""","=""1s.2p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""L366""",
"=""""","=""""","=""363.52669954""","=""0.00000003""","=""2*""","=""6.5151e+05""","=""1.2908e-03""","=""7.7238e-02""","=""-2.19018""",AAA,"=""[20.96408688908]""","=""[24.374680900214]""","=""1s.2p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""L366""",
"=""""","=""""","=""363.52670169""","=""0.00000003""","=""2*""","=""2.6063e+06""","=""7.2291e-03""","=""4.3258e-01""","=""-1.44195""",AAA,"=""[20.96408688908]""","=""[24.374680880069]""","=""1s.2p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""L366""",
"=""""","=""""","=""363.52767908""","=""0.00000003""","=""2*""","=""1.0859e+06""","=""2.1514e-03""","=""7.7243e-02""","=""-2.19016""",AAA,"=""[20.96409636464]""","=""[24.374681185743]""","=""1s.2p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""L366""",
"=""""","=""""","=""363.52770952""","=""0.00000003""","=""2*""","=""1.9546e+06""","=""6.4541e-03""","=""2.3173e-01""","=""-1.71304""",AAA,"=""[20.96409636464]""","=""[24.374680900214]""","=""1s.2p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""L366""",
