obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_24
"=""""","=""""","=""6852.273711""","=""0.000014""","=""""","=""1.0169e+04""","=""4.2949e-03""","=""4.8444e+00""","=""-1.66807""",AAA,"=""[24.0282250640]""","=""[24.209163835045]""","=""1s.5p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""6852.294936""","=""0.000014""","=""""","=""1.5253e+05""","=""1.0737e-01""","=""7.2664e+01""","=""-0.49199""",AAA,"=""[24.0282256244]""","=""[24.209163835045]""","=""1s.5p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""6852.299377""","=""0.000014""","=""""","=""9.1512e+04""","=""6.4418e-02""","=""7.2659e+01""","=""-0.49202""",AAA,"=""[24.0282250640]""","=""[24.209163157329]""","=""1s.5p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""6852.301152""","=""0.000014""","=""""","=""3.6608e+05""","=""3.6077e-01""","=""4.0693e+02""","=""0.25620""",AAA,"=""[24.0282250640]""","=""[24.209163110443]""","=""1s.5p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""6852.320602""","=""0.000014""","=""""","=""2.7454e+05""","=""3.2210e-01""","=""2.1798e+02""","=""-0.01489""",AAA,"=""[24.0282256244]""","=""[24.209163157329]""","=""1s.5p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""6852.555290""","=""0.000014""","=""""","=""2.0338e+05""","=""4.2953e-01""","=""9.6899e+01""","=""-0.36701""",AAA,"=""[24.0282324989]""","=""[24.209163835045]""","=""1s.5p""","=""3P*""","=""0""","=""1s.6d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""7129.458452""","=""0.000012""","=""""","=""2.047e+00""","=""1.560e-06""","=""1.830e-03""","=""-5.1080""",AA,"=""[24.20081545451]""","=""[24.374719544511]""","=""1s.6p""","=""3P*""","=""2""","=""1s.8d""","=""1D""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7129.471590""","=""0.000012""","=""""","=""5.685e+00""","=""7.220e-06""","=""5.084e-03""","=""-4.6643""",AA,"=""[24.20081577498]""","=""[24.374719544511]""","=""1s.6p""","=""3P*""","=""1""","=""1s.8d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7131.031374""","=""0.000012""","=""""","=""2.8002e+03""","=""1.2809e-03""","=""1.5035e+00""","=""-2.19353""",AAA,"=""[24.20081545451]""","=""[24.374681185743]""","=""1s.6p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""7131.043085""","=""0.000012""","=""""","=""2.5200e+04""","=""1.9212e-02""","=""2.2551e+01""","=""-1.01747""",AAA,"=""[24.20081545451]""","=""[24.374680900214]""","=""1s.6p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7131.043911""","=""0.000012""","=""""","=""1.0081e+05""","=""1.0760e-01""","=""1.2630e+02""","=""-0.26924""",AAA,"=""[24.20081545451]""","=""[24.374680880069]""","=""1s.6p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7131.044518""","=""0.000012""","=""""","=""4.2004e+04""","=""3.2022e-02""","=""2.2553e+01""","=""-1.01743""",AAA,"=""[24.20081577498]""","=""[24.374681185743]""","=""1s.6p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""7131.056229""","=""0.000012""","=""""","=""7.5601e+04""","=""9.6060e-02""","=""6.7654e+01""","=""-0.54034""",AAA,"=""[24.20081577498]""","=""[24.374680900214]""","=""1s.6p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7131.205836""","=""0.000012""","=""""","=""5.6005e+04""","=""1.2809e-01""","=""3.0073e+01""","=""-0.89247""",AAA,"=""[24.20081970804]""","=""[24.374681185743]""","=""1s.6p""","=""3P*""","=""0""","=""1s.8d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""7365.090680""","=""0.000012""","=""""","=""8.075e+00""","=""3.940e-06""","=""4.777e-03""","=""-4.7055""",AA,"=""[24.042662321526]""","=""[24.21100267716]""","=""1s.5d""","=""3D""","=""2""","=""1s.6p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""7371.268739""","=""0.000012""","=""""","=""8.3990e+04""","=""4.1051e-02""","=""4.9809e+01""","=""-0.68771""",AAA,"=""[24.042803412125]""","=""[24.21100267716]""","=""1s.5d""","=""1D""","=""2""","=""1s.6p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""7433.3940363""","=""0.0000011""","=""""","=""2.153e+04""","=""1.783e-02""","=""3.055e+01""","=""-0.9036""",AA,"=""[24.042662242088]""","=""[24.2094557657828]""","=""1s.5d""","=""3D""","=""3""","=""1s.6f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7433.3975766""","=""0.0000011""","=""""","=""1.662e+05""","=""1.927e-01""","=""2.358e+02""","=""-0.0161""",AA,"=""[24.042662321526]""","=""[24.2094557657828]""","=""1s.5d""","=""3D""","=""2""","=""1s.6f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7433.4128860""","=""0.0000011""","=""""","=""3.2085e+03""","=""1.8985e-03""","=""3.2521e+00""","=""-1.87649""",AAA,"=""[24.042662242088]""","=""[24.209455342828]""","=""1s.5d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7433.4164263""","=""0.0000011""","=""""","=""1.1229e+05""","=""9.3020e-02""","=""1.1382e+02""","=""-0.33246""",AAA,"=""[24.042662321526]""","=""[24.209455342828]""","=""1s.5d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7433.4269846""","=""0.0000011""","=""""","=""7.2192e+05""","=""7.6890e-01""","=""1.3171e+03""","=""0.73097""",AAA,"=""[24.042662242088]""","=""[24.2094550264796]""","=""1s.5d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7433.4358512""","=""0.0000011""","=""""","=""5.8684e+04""","=""4.8613e-02""","=""8.3276e+01""","=""-0.46815""",AAA,"=""[24.042662242088]""","=""[24.209454827529]""","=""1s.5d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7433.4393915""","=""0.0000011""","=""""","=""4.7555e+05""","=""5.5152e-01""","=""6.7483e+02""","=""0.44053""",AAA,"=""[24.042662321526]""","=""[24.209454827529]""","=""1s.5d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7433.4686873""","=""0.0000011""","=""""","=""6.0641e+05""","=""8.3725e-01""","=""6.1467e+02""","=""0.39998""",AAA,"=""[24.042663494166]""","=""[24.209455342828]""","=""1s.5d""","=""3D""","=""1""","=""1s.6f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7437.51215""","=""0.00017""","=""""","=""2.5165e+05""","=""6.2608e-01""","=""1.5330e+02""","=""-0.20337""",AAA,"=""[22.920317359]""","=""[23.08701852960]""","=""1s.3s""","=""1S""","=""0""","=""1s.3p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""7439.6908121""","=""0.0000009""","=""""","=""5.3465e+05""","=""6.2110e-01""","=""7.6062e+02""","=""0.49213""",AAA,"=""[24.042803412125]""","=""[24.2094557657828]""","=""1s.5d""","=""1D""","=""2""","=""1s.6f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7439.7096937""","=""0.0000009""","=""""","=""1.146e+01""","=""9.509e-06""","=""1.164e-02""","=""-4.3229""",AA,"=""[24.042803412125]""","=""[24.209455342828]""","=""1s.5d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7439.7326979""","=""0.0000009""","=""""","=""1.879e+05""","=""2.182e-01""","=""2.673e+02""","=""0.0379""",AA,"=""[24.042803412125]""","=""[24.209454827529]""","=""1s.5d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7453.73729900""","=""0.00000017""","=""""","=""2.984e+04""","=""3.195e-02""","=""5.489e+01""","=""-0.6504""",AA,"=""[24.043154084167]""","=""[24.2094923832773]""","=""1s.5f""","=""3F*""","=""3""","=""1s.6g""","=""1G""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7453.74275798""","=""0.00000017""","=""""","=""6.2021e+04""","=""5.1659e-02""","=""8.8735e+01""","=""-0.44176""",AAA,"=""[24.043154084167]""","=""[24.2094922614541]""","=""1s.5f""","=""3F*""","=""3""","=""1s.6g""","=""3G""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7453.75440185""","=""0.00000017""","=""""","=""3.323e+04""","=""2.768e-02""","=""6.112e+01""","=""-0.6036""",AA,"=""[24.043154465835]""","=""[24.2094923832773]""","=""1s.5f""","=""3F*""","=""4""","=""1s.6g""","=""1G""","=""4""",9,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7453.75975550""","=""0.00000017""","=""""","=""1.0284e+06""","=""1.1013e+00""","=""1.8917e+03""","=""0.88701""",AAA,"=""[24.043154084167]""","=""[24.2094918821374]""","=""1s.5f""","=""3F*""","=""3""","=""1s.6g""","=""3G""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7453.75986086""","=""0.00000017""","=""""","=""1.4113e+03""","=""9.1429e-04""","=""2.0192e+00""","=""-2.08468""",AAA,"=""[24.043154465835]""","=""[24.2094922614541]""","=""1s.5f""","=""3F*""","=""4""","=""1s.6g""","=""3G""","=""3""",9,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7453.76795875""","=""0.00000017""","=""""","=""1.1064e+06""","=""1.1263e+00""","=""2.4875e+03""","=""1.00591""",AAA,"=""[24.043154465835]""","=""[24.2094920807421]""","=""1s.5f""","=""3F*""","=""4""","=""1s.6g""","=""3G""","=""5""",9,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""7453.77685846""","=""0.00000017""","=""""","=""3.5923e+04""","=""2.9921e-02""","=""6.6081e+01""","=""-0.56978""",AAA,"=""[24.043154465835]""","=""[24.2094918821374]""","=""1s.5f""","=""3F*""","=""4""","=""1s.6g""","=""3G""","=""4""",9,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7453.78436421""","=""0.00000017""","=""""","=""1.0161e+06""","=""1.1849e+00""","=""1.4538e+03""","=""0.77264""",AAA,"=""[24.043155012649]""","=""[24.2094922614541]""","=""1s.5f""","=""3F*""","=""2""","=""1s.6g""","=""3G""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7453.80739593""","=""0.00000017""","=""""","=""1.0434e+06""","=""1.1174e+00""","=""1.9194e+03""","=""0.89331""",AAA,"=""[24.043155648442]""","=""[24.2094923832773]""","=""1s.5f""","=""1F*""","=""3""","=""1s.6g""","=""1G""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7453.81285501""","=""0.00000017""","=""""","=""2.689e+04""","=""2.240e-02""","=""3.847e+01""","=""-0.8047""",AA,"=""[24.043155648442]""","=""[24.2094922614541]""","=""1s.5f""","=""1F*""","=""3""","=""1s.6g""","=""3G""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7453.82985285""","=""0.00000017""","=""""","=""4.216e+04""","=""4.515e-02""","=""7.755e+01""","=""-0.5003""",AA,"=""[24.043155648442]""","=""[24.2094918821374]""","=""1s.5f""","=""1F*""","=""3""","=""1s.6g""","=""3G""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7455.295204""","=""0.000006""","=""""","=""2.306e+00""","=""1.153e-06""","=""1.415e-03""","=""-5.2392""",AA,"=""[24.209163157329]""","=""[24.375466697350]""","=""1s.6d""","=""3D""","=""2""","=""1s.8p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""7456.11627465""","=""0.00000004""","=""""","=""6.517e+01""","=""6.639e-05""","=""1.467e-01""","=""-3.2237""",AA,"=""[24.0432156651818]""","=""[24.20950089178800]""","=""1s.5g""","=""3G""","=""4""","=""1s.6h""","=""1H*""","=""5""",9,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""7456.12020621""","=""0.00000004""","=""""","=""4.1770e+04""","=""3.4813e-02""","=""7.6909e+01""","=""-0.50401""",AAA,"=""[24.0432156651818]""","=""[24.2095008041069]""","=""1s.5g""","=""3G""","=""4""","=""1s.6h""","=""3H*""","=""4""",9,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7456.13128015""","=""0.00000004""","=""""","=""1.6117e+06""","=""1.6418e+00""","=""3.6270e+03""","=""1.16956""",AAA,"=""[24.0432156651818]""","=""[24.2095005571382]""","=""1s.5g""","=""3G""","=""4""","=""1s.6h""","=""3H*""","=""5""",9,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""7456.13167702""","=""0.00000004""","=""""","=""3.191e+04""","=""2.660e-02""","=""7.182e+01""","=""-0.5337""",AA,"=""[24.0432160086825]""","=""[24.20950089178800]""","=""1s.5g""","=""3G""","=""5""","=""1s.6h""","=""1H*""","=""5""",11,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""7456.13560860""","=""0.00000004""","=""""","=""8.1279e+02""","=""5.5426e-04""","=""1.4966e+00""","=""-2.21489""",AAA,"=""[24.0432160086825]""","=""[24.2095008041069]""","=""1s.5g""","=""3G""","=""5""","=""1s.6h""","=""3H*""","=""4""",11,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7456.14087759""","=""0.00000004""","=""""","=""1.6459e+06""","=""1.6212e+00""","=""4.3775e+03""","=""1.25123""",AAA,"=""[24.0432160086825]""","=""[24.20950068659936]""","=""1s.5g""","=""3G""","=""5""","=""1s.6h""","=""3H*""","=""6""",11,13,,"=""T8636c73""","=""""",
"=""""","=""""","=""7456.14668258""","=""0.00000004""","=""""","=""3.3922e+04""","=""2.8273e-02""","=""7.6340e+01""","=""-0.50724""",AAA,"=""[24.0432160086825]""","=""[24.2095005571382]""","=""1s.5g""","=""3G""","=""5""","=""1s.6h""","=""3H*""","=""5""",11,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""7456.14961209""","=""0.00000004""","=""""","=""1.5646e+06""","=""1.6766e+00""","=""2.8809e+03""","=""1.06953""",AAA,"=""[24.0432163209841]""","=""[24.2095008041069]""","=""1s.5g""","=""3G""","=""3""","=""1s.6h""","=""3H*""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7456.15510348""","=""0.00000004""","=""""","=""1.6139e+06""","=""1.6440e+00""","=""3.6320e+03""","=""1.17016""",AAA,"=""[24.0432165311324]""","=""[24.20950089178800]""","=""1s.5g""","=""1G""","=""4""","=""1s.6h""","=""1H*""","=""5""",9,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""7456.15903509""","=""0.00000004""","=""""","=""3.870e+04""","=""3.225e-02""","=""7.125e+01""","=""-0.5372""",AA,"=""[24.0432165311324]""","=""[24.2095008041069]""","=""1s.5g""","=""1G""","=""4""","=""1s.6h""","=""3H*""","=""4""",9,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7456.17010914""","=""0.00000004""","=""""","=""3.180e+02""","=""3.239e-04""","=""7.156e-01""","=""-2.5353""",AA,"=""[24.0432165311324]""","=""[24.2095005571382]""","=""1s.5g""","=""1G""","=""4""","=""1s.6h""","=""3H*""","=""5""",9,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""7458.14024324""","=""0.00000012""","=""""","=""6.134e+02""","=""3.979e-04""","=""8.792e-01""","=""-2.4460""",AA,"=""[24.0432156651818]""","=""[24.2094557657828]""","=""1s.5g""","=""3G""","=""4""","=""1s.6f""","=""1F*""","=""3""",9,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7458.16966505""","=""0.00000012""","=""""","=""1.916e+02""","=""1.598e-04""","=""2.746e-01""","=""-2.9513""",AA,"=""[24.0432163209841]""","=""[24.2094557657828]""","=""1s.5g""","=""3G""","=""3""","=""1s.6f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7458.17341124""","=""0.00000012""","=""""","=""2.8825e+02""","=""2.4038e-04""","=""5.3118e-01""","=""-2.66487""",AAA,"=""[24.0432156651818]""","=""[24.2094550264796]""","=""1s.5g""","=""3G""","=""4""","=""1s.6f""","=""3F*""","=""4""",9,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7458.17909316""","=""0.00000012""","=""""","=""1.0618e+04""","=""6.8868e-03""","=""1.5219e+01""","=""-1.20774""",AAA,"=""[24.0432165311324]""","=""[24.2094557657828]""","=""1s.5g""","=""1G""","=""4""","=""1s.6f""","=""1F*""","=""3""",9,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7458.18233698""","=""0.00000012""","=""""","=""1.0439e+04""","=""6.7708e-03""","=""1.4962e+01""","=""-1.21512""",AAA,"=""[24.0432156651818]""","=""[24.209454827529]""","=""1s.5g""","=""3G""","=""4""","=""1s.6f""","=""3F*""","=""3""",9,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7458.18864053""","=""0.00000012""","=""""","=""1.1423e+04""","=""6.8042e-03""","=""1.1695e+01""","=""-1.32213""",AAA,"=""[24.0432163209841]""","=""[24.209455342828]""","=""1s.5g""","=""3G""","=""3""","=""1s.6f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7458.18882211""","=""0.00000012""","=""""","=""1.0859e+04""","=""7.4091e-03""","=""2.0011e+01""","=""-1.08884""",AAA,"=""[24.0432160086825]""","=""[24.2094550264796]""","=""1s.5g""","=""3G""","=""5""","=""1s.6f""","=""3F*""","=""4""",11,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7458.20283331""","=""0.00000012""","=""""","=""8.8141e+00""","=""9.4503e-06""","=""1.6243e-02""","=""-4.17945""",AAA,"=""[24.0432163209841]""","=""[24.2094550264796]""","=""1s.5g""","=""3G""","=""3""","=""1s.6f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7458.21175912""","=""0.00000012""","=""""","=""5.2232e+02""","=""4.3557e-04""","=""7.4864e-01""","=""-2.51584""",AAA,"=""[24.0432163209841]""","=""[24.209454827529]""","=""1s.5g""","=""3G""","=""3""","=""1s.6f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7458.21226150""","=""0.00000012""","=""""","=""2.670e+02""","=""2.227e-04""","=""4.921e-01""","=""-2.6981""",AA,"=""[24.0432165311324]""","=""[24.2094550264796]""","=""1s.5g""","=""1G""","=""4""","=""1s.6f""","=""3F*""","=""4""",9,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7458.22118733""","=""0.00000012""","=""""","=""4.618e+02""","=""2.995e-04""","=""6.619e-01""","=""-2.5693""",AA,"=""[24.0432165311324]""","=""[24.209454827529]""","=""1s.5g""","=""1G""","=""4""","=""1s.6f""","=""3F*""","=""3""",9,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7459.181100""","=""0.000006""","=""""","=""2.6987e+04""","=""1.3507e-02""","=""1.6584e+01""","=""-1.17049""",AAA,"=""[24.209249793955]""","=""[24.375466697350]""","=""1s.6d""","=""1D""","=""2""","=""1s.8p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""7464.6237757""","=""0.0000006""","=""""","=""1.171e+04""","=""6.989e-03""","=""1.202e+01""","=""-1.3105""",AA,"=""[24.043154084167]""","=""[24.209249793955]""","=""1s.5f""","=""3F*""","=""3""","=""1s.6d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7464.6940775""","=""0.0000006""","=""""","=""2.8105e+04""","=""1.6770e-02""","=""2.8848e+01""","=""-0.93037""",AAA,"=""[24.043155648442]""","=""[24.209249793955]""","=""1s.5f""","=""1F*""","=""3""","=""1s.6d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7468.5194051""","=""0.0000008""","=""""","=""2.5203e+04""","=""1.5054e-02""","=""2.5909e+01""","=""-0.97725""",AAA,"=""[24.043154084167]""","=""[24.209163157329]""","=""1s.5f""","=""3F*""","=""3""","=""1s.6d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7468.5215144""","=""0.0000008""","=""""","=""2.2209e+03""","=""1.8572e-03""","=""3.1964e+00""","=""-1.88605""",AAA,"=""[24.043154084167]""","=""[24.209163110443]""","=""1s.5f""","=""3F*""","=""3""","=""1s.6d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7468.5306867""","=""0.0000008""","=""""","=""4.0116e+04""","=""2.0128e-02""","=""2.4744e+01""","=""-0.99723""",AAA,"=""[24.043155012649]""","=""[24.209163835045]""","=""1s.5f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""7468.5386852""","=""0.0000008""","=""""","=""3.6841e+04""","=""2.3962e-02""","=""5.3024e+01""","=""-0.66624""",AAA,"=""[24.043154465835]""","=""[24.209163110443]""","=""1s.5f""","=""3F*""","=""4""","=""1s.6d""","=""3D""","=""3""",9,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7468.5611764""","=""0.0000008""","=""""","=""4.4569e+03""","=""3.7270e-03""","=""4.5819e+00""","=""-1.72967""",AAA,"=""[24.043155012649]""","=""[24.209163157329]""","=""1s.5f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7468.5632858""","=""0.0000008""","=""""","=""9.0965e+01""","=""1.0650e-04""","=""1.3092e-01""","=""-3.27370""",AAA,"=""[24.043155012649]""","=""[24.209163110443]""","=""1s.5f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7468.5897803""","=""0.0000008""","=""""","=""1.046e+04""","=""6.246e-03""","=""1.075e+01""","=""-1.3593""",AA,"=""[24.043155648442]""","=""[24.209163157329]""","=""1s.5f""","=""1F*""","=""3""","=""1s.6d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7468.5918897""","=""0.0000008""","=""""","=""9.628e+02""","=""8.052e-04""","=""1.386e+00""","=""-2.2490""",AA,"=""[24.043155648442]""","=""[24.209163110443]""","=""1s.5f""","=""1F*""","=""3""","=""1s.6d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7484.9698098""","=""0.0000007""","=""""","=""4.520e+03""","=""3.797e-03""","=""6.549e+00""","=""-1.5755""",AA,"=""[24.209163110443]""","=""[24.3748073302369]""","=""1s.6d""","=""3D""","=""3""","=""1s.8f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7484.9719285""","=""0.0000007""","=""""","=""3.486e+04""","=""4.099e-02""","=""5.050e+01""","=""-0.6884""",AA,"=""[24.209163157329]""","=""[24.3748073302369]""","=""1s.6d""","=""3D""","=""2""","=""1s.8f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7484.9790568""","=""0.0000007""","=""""","=""7.6687e+02""","=""4.6008e-04""","=""7.9359e-01""","=""-2.49207""",AAA,"=""[24.209163110443]""","=""[24.3748071255995]""","=""1s.6d""","=""3D""","=""3""","=""1s.8f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7484.9811754""","=""0.0000007""","=""""","=""2.6838e+04""","=""2.2542e-02""","=""2.7773e+01""","=""-0.94804""",AAA,"=""[24.209163157329]""","=""[24.3748071255995]""","=""1s.6d""","=""3D""","=""2""","=""1s.8f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7484.9850855""","=""0.0000007""","=""""","=""1.7255e+05""","=""1.8634e-01""","=""3.2141e+02""","=""0.11540""",AAA,"=""[24.209163110443]""","=""[24.3748069921824]""","=""1s.6d""","=""3D""","=""3""","=""1s.8f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""7484.9884800""","=""0.0000007""","=""""","=""1.4651e+04""","=""1.2306e-02""","=""2.1226e+01""","=""-1.06480""",AAA,"=""[24.209163110443]""","=""[24.3748069170618]""","=""1s.6d""","=""3D""","=""3""","=""1s.8f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7484.9905987""","=""0.0000007""","=""""","=""1.1852e+05""","=""1.3937e-01""","=""1.7171e+02""","=""-0.15687""",AAA,"=""[24.209163157329]""","=""[24.3748069170618]""","=""1s.6d""","=""3D""","=""2""","=""1s.8f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7485.0117996""","=""0.0000007""","=""""","=""1.4494e+05""","=""2.0290e-01""","=""1.4999e+02""","=""-0.21560""",AAA,"=""[24.209163835045]""","=""[24.3748071255995]""","=""1s.6d""","=""3D""","=""1""","=""1s.8f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7488.8888309""","=""0.0000006""","=""""","=""1.3321e+05""","=""1.5680e-01""","=""1.9329e+02""","=""-0.10567""",AAA,"=""[24.209249793955]""","=""[24.3748073302369]""","=""1s.6d""","=""1D""","=""2""","=""1s.8f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7488.8980876""","=""0.0000006""","=""""","=""2.433e+00""","=""2.046e-06""","=""2.522e-03""","=""-4.9901""",AA,"=""[24.209249793955]""","=""[24.3748071255995]""","=""1s.6d""","=""1D""","=""2""","=""1s.8f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""7488.9075207""","=""0.0000006""","=""""","=""3.939e+04""","=""4.636e-02""","=""5.715e+01""","=""-0.6348""",AA,"=""[24.209249793955]""","=""[24.3748069170618]""","=""1s.6d""","=""1D""","=""2""","=""1s.8f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""7497.44817861""","=""0.00000011""","=""""","=""9.076e+03""","=""9.834e-03""","=""1.699e+01""","=""-1.1622""",AA,"=""[24.209454827529]""","=""[24.3748233575671]""","=""1s.6f""","=""3F*""","=""3""","=""1s.8g""","=""1G""","=""4""",7,9,,"=""T8636c73""","=""""",
