Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
"=""3s2.3p3.(2D*).5s""","=""3D*""","=""2""",4,"=""""","=""85681""","=""a""","=""3""","=""""","=""  98                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).5s""","=""1D*""","=""2""",4,"=""""","=""86108.08""","=""""","=""0.12""","=""""","=""  94                             :     5  3s2.3p3.(2D*).3d  1D*  ""","=""L23116,L5666"""
"=""3s2.3p3.(2D*).3d""","=""3P*""","=""0""",1,"=""""","=""86473.14""","=""""","=""0.14""","=""""","=""  72                             :    14  3s2.3p3.(2D*).4d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).3d""","=""3P*""","=""1""",2,"=""""","=""86484.54""","=""""","=""0.08""","=""""","=""  72                             :    14  3s2.3p3.(2D*).4d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).3d""","=""3P*""","=""2""",4,"=""""","=""86503.18""","=""""","=""0.10""","=""""","=""  73                             :    15  3s2.3p3.(2D*).4d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).4d""","=""3D*""","=""3""",6,"=""""","=""90600""","=""au""","=""270""","=""""","=""  96                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).4d""","=""3D*""","=""2""",4,"=""""","=""90600""","=""au""","=""300""","=""""","=""  82                             :    11  3s2.3p3.(2D*).4d  1D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).4d""","=""3D*""","=""1""",2,"=""""","=""90600""","=""au""","=""400""","=""""","=""  96                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).4d""","=""3S*""","=""1""",2,"=""""","=""91189""","=""a""","=""6""","=""""","=""  91                             :     6  3s2.3p3.(2D*).5d  3S*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).4d""","=""1D*""","=""2""",4,"=""""","=""91276.3""","=""""","=""1.7""","=""""","=""  69                             :    13  3s2.3p3.(2D*).4d  3D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).6s""","=""3D*""","=""2""",4,"=""""","=""91377""","=""a""","=""3""","=""""","=""  97                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).6s""","=""3D*""","=""1""",2,"=""""","=""91379""","=""a""","=""3""","=""""","=""  99                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).6s""","=""3D*""","=""3""",6,"=""""","=""91381""","=""a""","=""4""","=""""","=""  99                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).4d""","=""3P*""","=""0""",1,"=""""","=""91469""","=""""","=""3""","=""""","=""  65                             :    19  3s2.3p3.(2D*).5d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).4d""","=""3P*""","=""1""",2,"=""""","=""91486.5""","=""""","=""1.9""","=""""","=""  64                             :    20  3s2.3p3.(2D*).5d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).4d""","=""3P*""","=""2""",4,"=""""","=""91519.0""","=""""","=""2.2""","=""""","=""  63                             :    22  3s2.3p3.(2D*).5d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).6s""","=""1D*""","=""2""",4,"=""""","=""91544.5""","=""?""","=""2.0""","=""""","=""  94                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).5d""","=""3D*""","=""2""",4,"=""""","=""93414""","=""au""","=""39""","=""""","=""  80                             :     8  3s2.3p3.(2P*).3d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).5d""","=""3D*""","=""3""",6,"=""""","=""93414""","=""au""","=""28""","=""""","=""  89                             :     9  3s2.3p3.(2P*).3d  3D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).5d""","=""3D*""","=""1""",2,"=""""","=""93414""","=""au""","=""54""","=""""","=""  84                             :     7  3s2.3p3.(2P*).3d  3D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).5d""","=""3S*""","=""1""",2,"=""""","=""93825""","=""""","=""2""","=""""","=""  84                             :     9  3s2.3p3.(2D*).6d  3S*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).5d""","=""1D*""","=""2""",4,"=""""","=""93870.3""","=""""","=""2.1""","=""""","=""  45  3s2.3p3.(2P*).3d 1D*       :    44  3s2.3p3.(2D*).5d  1D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).7s""","=""3D*""","=""3""",6,"=""""","=""93984""","=""u""","=""4""","=""""","=""  77                             :    16  3s2.3p3.(2P*).3d  3D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).7s""","=""3D*""","=""1""",2,"=""""","=""93984""","=""u""","=""34""","=""""","=""  88                             :     8  3s2.3p3.(2P*).3d  3D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).7s""","=""3D*""","=""2""",4,"=""""","=""93984""","=""u""","=""11""","=""""","=""  83                             :    10  3s2.3p3.(2P*).3d  3D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*<3/2>).5f""","=""""","=""""",56,"=""""","=""93996.4""","=""""","=""2.0""","=""""","=""                                                                 ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*<5/2>).5f""","=""""","=""""",192,"=""""","=""94032.6""","=""""","=""2.0""","=""""","=""                                                                 ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).7s""","=""1D*""","=""2""",4,"=""""","=""94037.0""","=""""","=""1.8""","=""""","=""  90                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2P*).3d""","=""3D*""","=""3""",6,"=""""","=""94180""","=""au""","=""30""","=""""","=""  47                             :    31  3s2.3p3.(2D*).5g  3D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2P*).3d""","=""3D*""","=""1""",2,"=""""","=""94180""","=""au""","=""80""","=""""","=""  61                             :    23  3s2.3p3.(2D*).5g  3D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2P*).3d""","=""3D*""","=""2""",4,"=""""","=""94180""","=""au""","=""60""","=""""","=""  45                             :    12  3s2.3p3.(2D*).5g  3D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2P*).3d""","=""3P*""","=""0""",1,"=""""","=""94380""","=""""","=""12""","=""""","=""  69                             :    29  3s2.3p3.(2D*).5d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2P*).3d""","=""3P*""","=""2""",4,"=""""","=""94381""","=""""","=""6""","=""""","=""  69                             :    18  3s2.3p3.(2D*).5d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2P*).3d""","=""3P*""","=""1""",2,"=""""","=""94381""","=""""","=""4""","=""""","=""  66                             :    24  3s2.3p3.(2D*).5d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).5d""","=""3P*""","=""2""",4,"=""""","=""94416""","=""""","=""3""","=""""","=""  39  3s2.3p3.(2D*).6d 3P*       :    34  3s2.3p3.(2D*).5d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).5d""","=""3P*""","=""1""",2,"=""""","=""94417""","=""""","=""4""","=""""","=""  41  3s2.3p3.(2D*).6d 3P*       :    31  3s2.3p3.(2D*).5d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).7p""","=""""","=""""",60,"=""""","=""94875.5""","=""""","=""2.0""","=""""","=""                                                                 ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).6d""","=""3D*""","=""2""",4,"=""""","=""95100""","=""""","=""60""","=""""","=""  96                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).6d""","=""3D*""","=""1""",2,"=""""","=""95100""","=""""","=""80""","=""""","=""  96                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).6d""","=""3D*""","=""3""",6,"=""""","=""95100""","=""""","=""30""","=""""","=""  96                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2P*).5s""","=""3P*""","=""0""",1,"=""""","=""95180""","=""""","=""4""","=""""","=""  86                             :    11  3s2.3p3.(2D*).6d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2P*).5s""","=""3P*""","=""1""",2,"=""""","=""95188.8""","=""""","=""2.2""","=""""","=""  85                             :    11  3s2.3p3.(2D*).6d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2P*).5s""","=""3P*""","=""2""",4,"=""""","=""95204""","=""""","=""3""","=""""","=""  83                             :    12  3s2.3p3.(2D*).6d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).6d""","=""3S*""","=""1""",2,"=""""","=""95256""","=""""","=""3""","=""""","=""  79                             :    12  3s2.3p3.(2D*).7d  3S*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).6d""","=""1D*""","=""2""",4,"=""""","=""95299.4""","=""""","=""2.2""","=""""","=""  53                             :    26  3s2.3p3.(2D*).7d  1D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).8s""","=""3D*""","=""3""",6,"=""""","=""95344""","=""""","=""4""","=""""","=""  97                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).8s""","=""3D*""","=""2""",4,"=""""","=""95344""","=""""","=""11""","=""""","=""  90                             :     9  3s2.3p3.(2D*).8s  1D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).8s""","=""3D*""","=""1""",2,"=""""","=""95344""","=""""","=""27""","=""""","=""  99                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*<3/2>).6f""","=""""","=""""",56,"=""""","=""95349.1""","=""""","=""2.0""","=""""","=""                                                                 ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*<5/2>).6f""","=""""","=""""",192,"=""""","=""95383.4""","=""""","=""2.0""","=""""","=""                                                                 ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).6d""","=""3P*""","=""2""",4,"=""""","=""95625""","=""u""","=""4""","=""""","=""  51  3s2.3p3.(2D*).7d 3P*       :    26  3s2.3p3.(2D*).6d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).6d""","=""3P*""","=""1""",2,"=""""","=""95625""","=""u""","=""5""","=""""","=""  50  3s2.3p3.(2D*).7d 3P*       :    26  3s2.3p3.(2D*).6d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2P*).5s""","=""1P*""","=""1""",2,"=""""","=""95638.93""","=""""","=""0.08""","=""""","=""  64                             :    13  3s2.3p3.(2P*).3d  1P*  ""","=""L23116,L5666"""
"=""3s2.3p3.(2P*).3d""","=""1P*""","=""1""",2,"=""""","=""95873.5""","=""""","=""1.3""","=""""","=""  42                             :    25  3s2.3p3.(2D*).7d  1P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).8p""","=""""","=""""",60,"=""""","=""95880.9""","=""""","=""2.0""","=""""","=""                                                                 ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).7d""","=""3D*""","=""2""",4,"=""""","=""96006""","=""au""","=""37""","=""""","=""  98                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).7d""","=""3D*""","=""3""",6,"=""""","=""96006""","=""au""","=""19""","=""""","=""  98                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).7d""","=""3D*""","=""1""",2,"=""""","=""96006""","=""au""","=""52""","=""""","=""  77                             :    13  3s2.3p3.(2P*).3d  1P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).7d""","=""3S*""","=""1""",2,"=""""","=""96100""","=""""","=""3""","=""""","=""  74                             :    14  3s2.3p3.(2D*).8d  3S*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).7d""","=""1D*""","=""2""",4,"=""""","=""96133.2""","=""""","=""2.3""","=""""","=""  55                             :    26  3s2.3p3.(2D*).8d  1D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*<3/2>).7f""","=""""","=""""",56,"=""""","=""96160.0""","=""""","=""2.0""","=""""","=""                                                                 ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*<5/2>).7f""","=""""","=""""",192,"=""""","=""96194.2""","=""""","=""2.0""","=""""","=""                                                                 ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).9s""","=""3D*""","=""1""",2,"=""""","=""96203""","=""u""","=""5""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).9s""","=""3D*""","=""3""",6,"=""""","=""96203""","=""u""","=""3""","=""""","=""  99                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).9s""","=""3D*""","=""2""",4,"=""""","=""96203""","=""u""","=""3""","=""""","=""  76                             :    24  3s2.3p3.(2D*).9s  1D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).7d""","=""3P*""","=""2""",4,"=""""","=""96312""","=""u""","=""4""","=""""","=""  56  3s2.3p3.(2D*).8d 3P*       :    27  3s2.3p3.(2D*).7d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).7d""","=""3P*""","=""1""",2,"=""""","=""96312""","=""u""","=""6""","=""""","=""  56  3s2.3p3.(2D*).8d 3P*       :    27  3s2.3p3.(2D*).7d  3P*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).9p""","=""""","=""""",60,"=""""","=""96513.2""","=""""","=""2.0""","=""""","=""                                                                 ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).8d""","=""3D*""","=""1""",2,"=""""","=""96620""","=""au""","=""520""","=""""","=""  97                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).8d""","=""3D*""","=""2""",4,"=""""","=""96620""","=""au""","=""380""","=""""","=""  98                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).8d""","=""3D*""","=""3""",6,"=""""","=""96620""","=""au""","=""190""","=""""","=""  97                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).8d""","=""3S*""","=""1""",2,"=""""","=""96650""","=""""","=""3""","=""""","=""  68                             :    19  3s2.3p3.(2D*).9d  3S*  ""","=""L23116,L7237"""
