obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""423.9246""","=""0.0009""","=""423.9238""","=""0.0004""","=""6""","=""7.1e+07""","=""1.91e-01""","=""2.14e+01""","=""0.185""",B+,"=""2.0098848""","=""4.934566""","=""3d.4s.(3D).4p""","=""4D*""","=""7/2""","=""3d.4s.(3D).4d""","=""4D""","=""7/2""",8,8,,"=""T5448""","=""L4189c12""",
"=""424.0746""","=""0.0009""","=""424.0747""","=""0.0003""","=""5""","=""2.27e+07""","=""4.1e-02""","=""3.42e+00""","=""-0.61""",B+,"=""2.0012291""","=""4.9248700""","=""3d.4s.(3D).4p""","=""4D*""","=""5/2""","=""3d.4s.(3D).4d""","=""4D""","=""3/2""",6,4,,"=""T5448""","=""L4189c12""",
"=""424.7334""","=""0.0009""","=""424.7336""","=""0.0003""","=""4""","=""1.15e+07""","=""2.33e-02""","=""2.61e+00""","=""-0.73""",B+,"=""2.0098848""","=""4.9289897""","=""3d.4s.(3D).4p""","=""4D*""","=""7/2""","=""3d.4s.(3D).4d""","=""4D""","=""5/2""",8,6,,"=""T5448""","=""L4189c12""",
"=""425.3887""","=""0.0009""","=""425.3894""","=""0.0003""","=""1""","=""""","=""""","=""""","=""""",,"=""2.5641680""","=""5.478773""","=""3d2.(3P).4s""","=""2P""","=""1/2""","=""3d2.(3P).4p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L4189c12""",
"=""425.8485""","=""0.0009""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""426.0847""","=""0.0009""","=""426.0858""","=""0.0003""","=""4""","=""""","=""""","=""""","=""""",,"=""2.5689319""","=""5.478773""","=""3d2.(3P).4s""","=""2P""","=""3/2""","=""3d2.(3P).4p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L4189c12""",
"=""426.1503""","=""0.0009""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""426.2511""","=""0.0009""","=""426.2513""","=""0.0003""","=""5""","=""""","=""""","=""""","=""""",,"=""2.1393568""","=""5.0480682""","=""3d2.(3P).4s""","=""4P""","=""3/2""","=""3d.4s.(3D).5p""","=""4P*""","=""5/2""",4,6,,"=""""","=""L4189c12""",
"=""426.9115""","=""0.0009""","=""426.9122""","=""0.0004""","=""2""","=""""","=""""","=""""","=""""",,"=""2.5641680""","=""5.468376""","=""3d2.(3P).4s""","=""2P""","=""1/2""","=""3d2.(3P).4p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L4189c12""",
"=""427.0102""","=""0.0009""","=""427.0107""","=""0.0004""","=""2""","=""""","=""""","=""""","=""""",,"=""2.135755""","=""5.0392936""","=""3d2.(3P).4s""","=""4P""","=""1/2""","=""3d.4s.(3D).5p""","=""4P*""","=""3/2""",2,4,,"=""""","=""L4189c12""",
"=""427.1606""","=""0.0009""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""427.1976""","=""0.0009""","=""427.1980""","=""0.0003""","=""4""","=""""","=""""","=""""","=""""",,"=""2.1458031""","=""5.0480682""","=""3d2.(3P).4s""","=""4P""","=""5/2""","=""3d.4s.(3D).5p""","=""4P*""","=""5/2""",6,6,,"=""""","=""L4189c12""",
"=""427.5413""","=""0.0009""","=""427.5410""","=""0.0003""","=""2*""","=""""","=""""","=""""","=""""",,"=""2.1393568""","=""5.0392936""","=""3d2.(3P).4s""","=""4P""","=""3/2""","=""3d.4s.(3D).5p""","=""4P*""","=""3/2""",4,4,,"=""""","=""L4189c12""",
"=""427.5413""","=""0.0009""","=""427.5411""","=""0.0003""","=""2*""","=""""","=""""","=""""","=""""",,"=""2.3025584""","=""5.2024946""","=""3d.4s.(3D).4p""","=""4P*""","=""5/2""","=""3d2.(3F).5s""","=""4F""","=""5/2""",6,6,,"=""""","=""L4189c12""",
"=""427.6125""","=""0.0009""","=""427.6136""","=""0.0004""","=""1""","=""""","=""""","=""""","=""""",,"=""2.5689319""","=""5.468376""","=""3d2.(3P).4s""","=""2P""","=""3/2""","=""3d2.(3P).4p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L4189c12""",
"=""428.3242""","=""0.0009""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""428.4440""","=""0.0009""","=""428.4452""","=""0.0004""","=""3""","=""""","=""""","=""""","=""""",,"=""2.1393568""","=""5.0331736""","=""3d2.(3P).4s""","=""4P""","=""3/2""","=""3d.4s.(3D).5p""","=""4P*""","=""1/2""",4,2,,"=""""","=""L4189c12""",
"=""428.4754""","=""0.0009""","=""428.4755""","=""0.0003""","=""5""","=""""","=""""","=""""","=""""",,"=""2.1093125""","=""5.002925""","=""3d2.(1D).4s""","=""2D""","=""5/2""","=""3d.4s.(3D).5p""","=""2D*""","=""5/2""",6,6,,"=""""","=""L4189c12""",
"=""428.4929""","=""0.0009""","=""428.4935""","=""0.0003""","=""2""","=""""","=""""","=""""","=""""",,"=""2.1458031""","=""5.0392936""","=""3d2.(3P).4s""","=""4P""","=""5/2""","=""3d.4s.(3D).5p""","=""4P*""","=""3/2""",6,4,,"=""""","=""L4189c12""",
"=""428.5479""","=""0.0009""","=""428.5487""","=""0.0003""","=""1""","=""""","=""""","=""""","=""""",,"=""2.1093125""","=""5.0024305""","=""3d2.(1D).4s""","=""2D""","=""5/2""","=""3d.4s.(3D).5p""","=""2D*""","=""3/2""",6,4,,"=""""","=""L4189c12""",
"=""428.7030""","=""0.0009""","=""428.7028""","=""0.0003""","=""1""","=""""","=""""","=""""","=""""",,"=""2.1108467""","=""5.002925""","=""3d2.(1D).4s""","=""2D""","=""3/2""","=""3d.4s.(3D).5p""","=""2D*""","=""5/2""",4,6,,"=""""","=""L4189c12""",
"=""428.7760""","=""0.0009""","=""428.7761""","=""0.0003""","=""5""","=""""","=""""","=""""","=""""",,"=""2.1108467""","=""5.0024305""","=""3d2.(1D).4s""","=""2D""","=""3/2""","=""3d.4s.(3D).5p""","=""2D*""","=""3/2""",4,4,,"=""""","=""L4189c12""",
"=""430.9853""","=""0.0009""","=""430.9862""","=""0.0003""","=""3""","=""""","=""""","=""""","=""""",,"=""1.9535607""","=""4.8303166""","=""3d.4s.(3D).4p""","=""4F*""","=""5/2""","=""3d.4s.(3D).4d""","=""2F""","=""7/2""",6,8,,"=""""","=""L4189c12""",
"=""431.0512""","=""0.0009""","=""431.0518""","=""0.0003""","=""2""","=""""","=""""","=""""","=""""",,"=""1.9431497""","=""4.8194676""","=""3d.4s.(3D).4p""","=""4F*""","=""3/2""","=""3d.4s.(3D).4d""","=""2F""","=""5/2""",4,6,,"=""""","=""L4189c12""",
"=""431.0685""","=""0.0009""","=""431.0695""","=""0.0003""","=""2""","=""""","=""""","=""""","=""""",,"=""2.1093125""","=""4.985512""","=""3d2.(1D).4s""","=""2D""","=""5/2""","=""3d.4s.(3D).5p""","=""4D*""","=""7/2""",6,8,,"=""""","=""L4189c12""",
"=""432.3588""","=""0.0009""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""433.0464""","=""0.0009""","=""433.0458""","=""0.0003""","=""1""","=""""","=""""","=""""","=""""",,"=""2.1393568""","=""5.0024305""","=""3d2.(3P).4s""","=""4P""","=""3/2""","=""3d.4s.(3D).5p""","=""2D*""","=""3/2""",4,4,,"=""""","=""L4189c12""",
"=""433.0622""","=""0.0009""","=""433.0618""","=""0.0003""","=""1""","=""""","=""""","=""""","=""""",,"=""2.1093125""","=""4.9722800""","=""3d2.(1D).4s""","=""2D""","=""5/2""","=""3d.4s.(3D).5p""","=""2F*""","=""5/2""",6,6,,"=""""","=""L4189c12""",
"=""433.2947""","=""0.0009""","=""433.2940""","=""0.0003""","=""4""","=""""","=""""","=""""","=""""",,"=""2.1108467""","=""4.9722800""","=""3d2.(1D).4s""","=""2D""","=""3/2""","=""3d.4s.(3D).5p""","=""2F*""","=""5/2""",4,6,,"=""""","=""L4189c12""",
"=""433.9489""","=""0.0009""","=""433.9479""","=""0.0003""","=""3""","=""""","=""""","=""""","=""""",,"=""2.1458031""","=""5.002925""","=""3d2.(3P).4s""","=""4P""","=""5/2""","=""3d.4s.(3D).5p""","=""2D*""","=""5/2""",6,6,,"=""""","=""L4189c12""",
"=""434.1844""","=""0.0009""","=""""","=""""","=""1""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""434.9742""","=""0.0009""","=""434.9732""","=""0.0003""","=""4*""","=""""","=""""","=""""","=""""",,"=""1.9690809""","=""4.8194676""","=""3d.4s.(3D).4p""","=""4F*""","=""7/2""","=""3d.4s.(3D).4d""","=""2F""","=""5/2""",8,6,,"=""""","=""L4189c12""",
"=""434.9742""","=""0.0009""","=""434.9733""","=""0.0004""","=""4*""","=""""","=""""","=""""","=""""",,"=""2.2956499""","=""5.146036""","=""3d.4s.(3D).4p""","=""4P*""","=""3/2""","=""3d.4s.(3D).4d""","=""4P""","=""5/2""",4,6,,"=""""","=""L4189c12""",
"=""435.3350""","=""0.0009""","=""435.3354""","=""0.0004""","=""3""","=""""","=""""","=""""","=""""",,"=""2.2942108""","=""5.1422265""","=""3d.4s.(3D).4p""","=""4P*""","=""1/2""","=""3d.4s.(3D).4d""","=""4P""","=""3/2""",2,4,,"=""""","=""L4189c12""",
"=""435.5562""","=""0.0009""","=""435.5555""","=""0.0003""","=""1""","=""""","=""""","=""""","=""""",,"=""2.2956499""","=""5.1422265""","=""3d.4s.(3D).4p""","=""4P*""","=""3/2""","=""3d.4s.(3D).4d""","=""4P""","=""3/2""",4,4,,"=""""","=""L4189c12""",
"=""435.8079""","=""0.0009""","=""""","=""""","=""1""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""435.8681""","=""0.0009""","=""435.8670""","=""0.0004""","=""3""","=""""","=""""","=""""","=""""",,"=""2.2942108""","=""5.138753""","=""3d.4s.(3D).4p""","=""4P*""","=""1/2""","=""3d.4s.(3D).4d""","=""4P""","=""1/2""",2,2,,"=""""","=""L4189c12""",
"=""435.9874""","=""0.0009""","=""435.9880""","=""0.0003""","=""5""","=""""","=""""","=""""","=""""",,"=""1.9865643""","=""4.8303166""","=""3d.4s.(1D).4p""","=""2D*""","=""5/2""","=""3d.4s.(3D).4d""","=""2F""","=""7/2""",6,8,,"=""""","=""L4189c12""",
"=""436.0304""","=""0.0009""","=""436.0301""","=""0.0004""","=""5""","=""""","=""""","=""""","=""""",,"=""2.3025584""","=""5.146036""","=""3d.4s.(3D).4p""","=""4P*""","=""5/2""","=""3d.4s.(3D).4d""","=""4P""","=""5/2""",6,6,,"=""""","=""L4189c12""",
"=""436.0874""","=""0.0009""","=""436.0876""","=""0.0004""","=""3""","=""""","=""""","=""""","=""""",,"=""2.2956499""","=""5.138753""","=""3d.4s.(3D).4p""","=""4P*""","=""3/2""","=""3d.4s.(3D).4d""","=""4P""","=""1/2""",4,2,,"=""""","=""L4189c12""",
"=""436.6149""","=""0.0009""","=""436.6151""","=""0.0004""","=""4""","=""""","=""""","=""""","=""""",,"=""2.3025584""","=""5.1422265""","=""3d.4s.(3D).4p""","=""4P*""","=""5/2""","=""3d.4s.(3D).4d""","=""4P""","=""3/2""",6,4,,"=""""","=""L4189c12""",
"=""437.6396""","=""0.0009""","=""437.6396""","=""0.0003""","=""4""","=""""","=""""","=""""","=""""",,"=""1.9864474""","=""4.8194676""","=""3d.4s.(3D).4p""","=""4D*""","=""3/2""","=""3d.4s.(3D).4d""","=""2F""","=""5/2""",4,6,,"=""""","=""L4189c12""",
"=""437.6543""","=""0.0009""","=""437.6546""","=""0.0003""","=""3""","=""""","=""""","=""""","=""""",,"=""2.1393568""","=""4.9722800""","=""3d2.(3P).4s""","=""4P""","=""3/2""","=""3d.4s.(3D).5p""","=""2F*""","=""5/2""",4,6,,"=""""","=""L4189c12""",
"=""437.7519""","=""0.0009""","=""437.7516""","=""0.0003""","=""2""","=""""","=""""","=""""","=""""",,"=""2.1458031""","=""4.9780985""","=""3d2.(3P).4s""","=""4P""","=""5/2""","=""3d.4s.(3D).5p""","=""2F*""","=""7/2""",6,8,,"=""""","=""L4189c12""",
"=""438.2474""","=""0.0009""","=""438.2480""","=""0.0003""","=""3""","=""""","=""""","=""""","=""""",,"=""2.0012291""","=""4.8303166""","=""3d.4s.(3D).4p""","=""4D*""","=""5/2""","=""3d.4s.(3D).4d""","=""2F""","=""7/2""",6,8,,"=""""","=""L4189c12""",
"=""439.0823""","=""0.0009""","=""439.0829""","=""0.0003""","=""5""","=""""","=""""","=""""","=""""",,"=""1.9957592""","=""4.8194676""","=""3d.4s.(1D).4p""","=""2D*""","=""3/2""","=""3d.4s.(3D).4d""","=""2F""","=""5/2""",4,6,,"=""""","=""L4189c12""",
"=""439.2938""","=""0.0009""","=""439.2935""","=""0.0004""","=""2""","=""""","=""""","=""""","=""""",,"=""2.3198719""","=""5.1422265""","=""4s2.4p""","=""2P*""","=""1/2""","=""3d.4s.(3D).4d""","=""4P""","=""3/2""",2,4,,"=""""","=""L4189c12""",
"=""439.5935""","=""0.0009""","=""439.5930""","=""0.0003""","=""1""","=""""","=""""","=""""","=""""",,"=""2.0098848""","=""4.8303166""","=""3d.4s.(3D).4p""","=""4D*""","=""7/2""","=""3d.4s.(3D).4d""","=""2F""","=""7/2""",8,8,,"=""""","=""L4189c12""",
"=""439.7170""","=""0.0009""","=""439.7166""","=""0.0003""","=""2""","=""""","=""""","=""""","=""""",,"=""2.5090530""","=""5.328692""","=""3d2.(1G).4s""","=""2G""","=""9/2""","=""3d.4s.(1D).5p""","=""2F*""","=""7/2""",10,8,,"=""""","=""L4189c12""",
"=""439.9354""","=""0.0009""","=""439.9351""","=""0.0003""","=""3""","=""""","=""""","=""""","=""""",,"=""2.0012291""","=""4.8194676""","=""3d.4s.(3D).4p""","=""4D*""","=""5/2""","=""3d.4s.(3D).4d""","=""2F""","=""5/2""",6,6,,"=""""","=""L4189c12""",
"=""440.1633""","=""0.0009""","=""440.1616""","=""0.0005""","=""6*""","=""""","=""""","=""""","=""""",,"=""3.0570427""","=""5.873831""","=""3d.4s.(1D).4p""","=""2P*""","=""1/2""","=""""","=""2D""","=""3/2""",2,4,,"=""""","=""L4189c12""",
"=""440.1633""","=""0.0009""","=""440.1646""","=""0.0004""","=""6*""","=""""","=""""","=""""","=""""",,"=""3.0570618""","=""5.873831""","=""3d.4s.(1D).4p""","=""2P*""","=""3/2""","=""""","=""2D""","=""3/2""",4,4,,"=""""","=""L4189c12""",
"=""440.5663""","=""0.0009""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""441.5037""","=""0.0009""","=""441.5041""","=""0.0004""","=""2""","=""""","=""""","=""""","=""""",,"=""2.3378131""","=""5.146036""","=""4s2.4p""","=""2P*""","=""3/2""","=""3d.4s.(3D).4d""","=""4P""","=""5/2""",4,6,,"=""""","=""L4189c12""",
"=""441.9731""","=""0.0009""","=""441.9739""","=""0.0004""","=""1""","=""""","=""""","=""""","=""""",,"=""2.6077264""","=""5.412964""","=""3d.4s.(1D).4p""","=""2F*""","=""5/2""","=""4s2.4d""","=""2D""","=""5/2""",6,6,,"=""""","=""L4189c12""",
"=""442.6518""","=""0.0009""","=""442.6521""","=""0.0004""","=""2""","=""""","=""""","=""""","=""""",,"=""2.3378131""","=""5.138753""","=""4s2.4p""","=""2P*""","=""3/2""","=""3d.4s.(3D).4d""","=""4P""","=""1/2""",4,2,,"=""""","=""L4189c12""",
"=""443.0135""","=""0.0009""","=""443.0136""","=""0.0004""","=""4""","=""""","=""""","=""""","=""""",,"=""2.6143096""","=""5.412964""","=""3d.4s.(1D).4p""","=""2F*""","=""7/2""","=""4s2.4d""","=""2D""","=""5/2""",8,6,,"=""""","=""L4189c12""",
"=""443.1764""","=""0.0009""","=""443.1760""","=""0.0004""","=""4""","=""""","=""""","=""""","=""""",,"=""2.6077264""","=""5.405356""","=""3d.4s.(1D).4p""","=""2F*""","=""5/2""","=""4s2.4d""","=""2D""","=""3/2""",6,4,,"=""""","=""L4189c12""",
"=""449.7474""","=""0.0010""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""451.2637""","=""0.0010""","=""451.2644""","=""0.0003""","=""4""","=""1.1e+06""","=""2.2e-03""","=""2.0e-01""","=""-1.87""",D+,"=""1.8505957""","=""4.5980805""","=""3d2.(3F).4s""","=""2F""","=""5/2""","=""3d2.(1D).4p""","=""2P*""","=""3/2""",6,4,,"=""T5448""","=""L4189c12""",
"=""451.7095""","=""0.0010""","=""451.7110""","=""0.0004""","=""4""","=""""","=""""","=""""","=""""",,"=""2.5641680""","=""5.308936""","=""3d2.(3P).4s""","=""2P""","=""1/2""","=""3d.4s.(1D).5p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L4189c12""",
"=""452.2114""","=""0.0010""","=""452.2125""","=""0.0003""","=""3""","=""""","=""""","=""""","=""""",,"=""1.8505957""","=""4.5923200""","=""3d2.(3F).4s""","=""2F""","=""5/2""","=""3d2.(1D).4p""","=""2D*""","=""5/2""",6,6,,"=""""","=""L4189c12""",
"=""452.3184""","=""0.0010""","=""452.31884""","=""0.00023""","=""3""","=""""","=""""","=""""","=""""",,"=""1.9431497""","=""4.6842294""","=""3d.4s.(3D).4p""","=""4F*""","=""3/2""","=""3d.4s.(1D).5s""","=""2D""","=""3/2""",4,4,,"=""""","=""L4189c12""",
"=""452.5084""","=""0.0010""","=""452.50766""","=""0.00020""","=""3*""","=""""","=""""","=""""","=""""",,"=""1.9535607""","=""4.6934966""","=""3d.4s.(3D).4p""","=""4F*""","=""5/2""","=""3d.4s.(1D).5s""","=""2D""","=""5/2""",6,6,,"=""""","=""L4189c12""",
"=""452.5084""","=""0.0010""","=""452.5094""","=""0.0004""","=""3*""","=""""","=""""","=""""","=""""",,"=""2.5641680""","=""5.3040932""","=""3d2.(3P).4s""","=""2P""","=""1/2""","=""3d.4s.(1D).5p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L4189c12""",
"=""453.2962""","=""0.0010""","=""453.2976""","=""0.0004""","=""3""","=""""","=""""","=""""","=""""",,"=""2.5689319""","=""5.3040932""","=""3d2.(3P).4s""","=""2P""","=""3/2""","=""3d.4s.(1D).5p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L4189c12""",
"=""453.3663""","=""0.0010""","=""453.36643""","=""0.00021""","=""3""","=""""","=""""","=""""","=""""",,"=""1.4329667""","=""4.1677126""","=""3d2.(3F).4s""","=""4F""","=""5/2""","=""3d2.(3F).4p""","=""2D*""","=""3/2""",6,4,,"=""""","=""L4189c12""",
"=""453.5493""","=""0.0010""","=""453.5482""","=""0.0004""","=""4""","=""""","=""""","=""""","=""""",,"=""3.0830124""","=""5.816663""","=""3d.4s.(3D).4p""","=""2D*""","=""3/2""","=""""","=""2D""","=""3/2""",4,4,,"=""""","=""L4189c12""",
"=""454.3825""","=""0.0010""","=""454.3836""","=""0.0003""","=""5""","=""1.28e+07""","=""2.64e-02""","=""2.37e+00""","=""-0.80""",B,"=""1.8505957""","=""4.5792199""","=""3d2.(3F).4s""","=""2F""","=""5/2""","=""3d2.(1D).4p""","=""2D*""","=""3/2""",6,4,,"=""T5448""","=""L4189c12""",
"=""454.4259""","=""0.0010""","=""454.4299""","=""0.0004""","=""4i""","=""""","=""""","=""""","=""""",,"=""2.2956499""","=""5.0239961""","=""3d.4s.(3D).4p""","=""4P*""","=""3/2""","=""3d.4s.(3D).4d""","=""4F""","=""3/2""",4,4,,"=""""","=""L4189c12,c153""",
"=""454.60""","=""""","=""454.5939""","=""0.0003""","=""9:""","=""1.33e+07""","=""3.1e-02""","=""3.7e+00""","=""-0.61""",B,"=""1.8649582""","=""4.5923200""","=""3d2.(3F).4s""","=""2F""","=""7/2""","=""3d2.(1D).4p""","=""2D*""","=""5/2""",8,6,,"=""T5448""","=""L18215""",
"=""455.0551""","=""0.0010""","=""455.0563""","=""0.0004""","=""4""","=""""","=""""","=""""","=""""",,"=""3.1013643""","=""5.825955""","=""3d.4s.(3D).4p""","=""2D*""","=""5/2""","=""""","=""2D""","=""5/2""",6,6,,"=""""","=""L4189c12""",
"=""455.3941""","=""0.0010""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""455.8498""","=""0.0010""","=""455.8503""","=""0.0007""","=""5""","=""""","=""""","=""""","=""""",,"=""2.6077264""","=""5.327571""","=""3d.4s.(1D).4p""","=""2F*""","=""5/2""","=""3d.4s.(1D).4d""","=""2G""","=""7/2""",6,8,,"=""""","=""L4189c12""",
"=""455.9076""","=""0.0010""","=""455.9101""","=""0.0003""","=""2""","=""""","=""""","=""""","=""""",,"=""1.8505957""","=""4.5700835""","=""3d2.(3F).4s""","=""2F""","=""5/2""","=""3d2.(3P).4p""","=""4D*""","=""5/2""",6,6,,"=""""","=""L4189c12""",
"=""456.3987""","=""0.0010""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""456.9565""","=""0.0010""","=""456.9563""","=""0.0007""","=""4""","=""""","=""""","=""""","=""""",,"=""2.6143096""","=""5.327571""","=""3d.4s.(1D).4p""","=""2F*""","=""7/2""","=""3d.4s.(1D).4d""","=""2G""","=""7/2""",8,8,,"=""""","=""L4189c12""",
"=""457.2963""","=""0.0010""","=""457.2979""","=""0.0003""","=""4""","=""""","=""""","=""""","=""""",,"=""1.8505957""","=""4.5618306""","=""3d2.(3F).4s""","=""2F""","=""5/2""","=""3d2.(3P).4p""","=""4D*""","=""3/2""",6,4,,"=""""","=""L4189c12""",
"=""457.5264""","=""0.0010""","=""457.5264""","=""0.0010""","=""5""","=""""","=""""","=""""","=""""",,"=""2.6143096""","=""5.324190""","=""3d.4s.(1D).4p""","=""2F*""","=""7/2""","=""3d.4s.(1D).4d""","=""2G""","=""9/2""",8,10,,"=""""","=""L4189c12""",
"=""458.0063""","=""0.0010""","=""458.00497""","=""0.00021""","=""2""","=""""","=""""","=""""","=""""",,"=""1.9864474""","=""4.6934966""","=""3d.4s.(3D).4p""","=""4D*""","=""3/2""","=""3d.4s.(1D).5s""","=""2D""","=""5/2""",4,6,,"=""""","=""L4189c12""",
"=""458.0247""","=""0.0010""","=""458.02475""","=""0.00021""","=""5""","=""""","=""""","=""""","=""""",,"=""1.9865643""","=""4.6934966""","=""3d.4s.(1D).4p""","=""2D*""","=""5/2""","=""3d.4s.(1D).5s""","=""2D""","=""5/2""",6,6,,"=""""","=""L4189c12""",
"=""458.3313""","=""0.0010""","=""458.3307""","=""0.0003""","=""4""","=""""","=""""","=""""","=""""",,"=""1.8649582""","=""4.5700835""","=""3d2.(3F).4s""","=""2F""","=""7/2""","=""3d2.(3P).4p""","=""4D*""","=""5/2""",8,6,,"=""""","=""L4189c12""",
"=""458.6302""","=""0.0010""","=""458.6304""","=""0.0004""","=""4""","=""""","=""""","=""""","=""""",,"=""1.8505957""","=""4.5539532""","=""3d2.(3F).4s""","=""2F""","=""5/2""","=""3d2.(1D).4p""","=""2F*""","=""7/2""",6,8,,"=""""","=""L4189c12""",
"=""458.9054""","=""0.0010""","=""458.9048""","=""0.0005""","=""1""","=""""","=""""","=""""","=""""",,"=""3.1720895""","=""5.873831""","=""3d.4s.(3D).4p""","=""2F*""","=""5/2""","=""""","=""2D""","=""3/2""",6,4,,"=""""","=""L4189c12""",
"=""459.1762""","=""0.0010""","=""459.1769""","=""0.0004""","=""4""","=""""","=""""","=""""","=""""",,"=""2.2942108""","=""4.994351""","=""3d.4s.(3D).4p""","=""4P*""","=""1/2""","=""3d.4s.(3D).4d""","=""4S""","=""3/2""",2,4,,"=""""","=""L4189c12""",
"=""459.4214""","=""0.0010""","=""459.4217""","=""0.0003""","=""5""","=""""","=""""","=""""","=""""",,"=""2.2956499""","=""4.994351""","=""3d.4s.(3D).4p""","=""4P*""","=""3/2""","=""3d.4s.(3D).4d""","=""4S""","=""3/2""",4,4,,"=""""","=""L4189c12""",
"=""459.5801""","=""0.0010""","=""459.57827""","=""0.00023""","=""4""","=""""","=""""","=""""","=""""",,"=""1.9864474""","=""4.6842294""","=""3d.4s.(3D).4p""","=""4D*""","=""3/2""","=""3d.4s.(1D).5s""","=""2D""","=""3/2""",4,4,,"=""""","=""L4189c12""",
"=""459.5981""","=""0.0010""","=""459.59819""","=""0.00023""","=""4""","=""""","=""""","=""""","=""""",,"=""1.9865643""","=""4.6842294""","=""3d.4s.(1D).4p""","=""2D*""","=""5/2""","=""3d.4s.(1D).5s""","=""2D""","=""3/2""",6,4,,"=""""","=""L4189c12""",
"=""459.6966""","=""0.0010""","=""459.6970""","=""0.0004""","=""4""","=""""","=""""","=""""","=""""",,"=""2.2942108""","=""4.991296""","=""3d.4s.(3D).4p""","=""4P*""","=""1/2""","=""3d.4s.(3D).4d""","=""2D""","=""3/2""",2,4,,"=""""","=""L4189c12""",
"=""459.9433""","=""0.0010""","=""459.9424""","=""0.0004""","=""5""","=""""","=""""","=""""","=""""",,"=""2.2956499""","=""4.991296""","=""3d.4s.(3D).4p""","=""4P*""","=""3/2""","=""3d.4s.(3D).4d""","=""2D""","=""3/2""",4,4,,"=""""","=""L4189c12""",
"=""459.9744""","=""0.0010""","=""459.9741""","=""0.0004""","=""5""","=""""","=""""","=""""","=""""",,"=""1.8505957""","=""4.546056""","=""3d2.(3F).4s""","=""2F""","=""5/2""","=""3d2.(1D).4p""","=""2F*""","=""5/2""",6,6,,"=""""","=""L4189c12""",
"=""460.5199""","=""0.0010""","=""460.51961""","=""0.00021""","=""4""","=""""","=""""","=""""","=""""",,"=""2.0012291""","=""4.6934966""","=""3d.4s.(3D).4p""","=""4D*""","=""5/2""","=""3d.4s.(1D).5s""","=""2D""","=""5/2""",6,6,,"=""""","=""L4189c12""",
"=""460.6013""","=""0.0010""","=""460.6008""","=""0.0004""","=""5""","=""""","=""""","=""""","=""""",,"=""2.3025584""","=""4.994351""","=""3d.4s.(3D).4p""","=""4P*""","=""5/2""","=""3d.4s.(3D).4d""","=""4S""","=""3/2""",6,4,,"=""""","=""L4189c12""",
"=""460.8149""","=""0.0010""","=""460.8124""","=""0.0005""","=""2""","=""""","=""""","=""""","=""""",,"=""3.1894511""","=""5.880008""","=""3d.4s.(3D).4p""","=""2F*""","=""7/2""","=""""","=""2D""","=""5/2""",8,6,,"=""""","=""L4189c12""",
