obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""156.547""","=""0.002""","=""156.5472""","=""0.0016""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.91992""","=""3d.4s2""","=""2D""","=""3/2""","=""4s2.12f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L2110""",
"=""156.675""","=""0.002""","=""156.675""","=""0.003""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.93433""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.13f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L2110""",
"=""156.675""","=""0.002""","=""156.6765""","=""0.0022""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.93426""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.13f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L2110""",
"=""156.913""","=""0.002""","=""156.9127""","=""0.0016""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.90148""","=""3d.4s2""","=""2D""","=""3/2""","=""4s2.11f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L2110""",
"=""156.961""","=""0.002""","=""156.9608""","=""0.0016""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.91992""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.12f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L2110""",
"=""156.961""","=""0.002""","=""156.961""","=""0.003""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.91991""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.12f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L2110""",
"=""157.328""","=""0.002""","=""157.328""","=""0.003""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.90149""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.11f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L2110""",
"=""157.328""","=""0.002""","=""157.3283""","=""0.0016""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.90148""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.11f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L2110""",
"=""157.398""","=""0.002""","=""157.3980""","=""0.0016""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.87711""","=""3d.4s2""","=""2D""","=""3/2""","=""4s2.10f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L2110""",
"=""157.816""","=""0.002""","=""157.816""","=""0.003""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.87713""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.10f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L2110""",
"=""157.816""","=""0.002""","=""157.8162""","=""0.0016""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.87711""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.10f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L2110""",
"=""158.061""","=""0.002""","=""158.0605""","=""0.0016""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.84410""","=""3d.4s2""","=""2D""","=""3/2""","=""4s2.9f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L2110""",
"=""158.481""","=""0.002""","=""158.481""","=""0.003""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.84416""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.9f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L2110""",
"=""158.481""","=""0.002""","=""158.4822""","=""0.0016""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.84410""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.9f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L2110""",
"=""159.016""","=""0.002""","=""159.0166""","=""0.0016""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.79693""","=""3d.4s2""","=""2D""","=""3/2""","=""4s2.8f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L2110""",
"=""159.445""","=""0.002""","=""159.4434""","=""0.0016""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.79693""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.8f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L2110""",
"=""159.445""","=""0.002""","=""159.445""","=""0.003""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.79686""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.8f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L2110""",
"=""160.402""","=""0.002""","=""160.4011""","=""0.0016""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.72963""","=""3d.4s2""","=""2D""","=""3/2""","=""4s2.7f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L2110""",
"=""160.834""","=""0.002""","=""160.834""","=""0.003""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.72970""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.7f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L2110""",
"=""160.834""","=""0.002""","=""160.8354""","=""0.0016""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.72963""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.7f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L2110""",
"=""162.608""","=""0.002""","=""162.6072""","=""0.0016""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.62477""","=""3d.4s2""","=""2D""","=""3/2""","=""4s2.6f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L2110""",
"=""163.052""","=""0.002""","=""163.052""","=""0.003""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.62484""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.6f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L2110""",
"=""163.052""","=""0.002""","=""163.0535""","=""0.0016""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.62477""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.6f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L2110""",
"=""166.416""","=""0.002""","=""166.4159""","=""0.0016""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.45026""","=""3d.4s2""","=""2D""","=""3/2""","=""4s2.5f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L2110""",
"=""166.883""","=""0.002""","=""166.883""","=""0.003""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.45028""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.5f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L2110""",
"=""166.883""","=""0.002""","=""166.8834""","=""0.0016""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.45026""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.5f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L2110""",
"=""173.6083""","=""0.0004""","=""173.6086""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.141593""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""173.6661""","=""0.0004""","=""173.6659""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.139237""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""173.6811""","=""0.0004""","=""173.6805""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.138636""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""173.901""","=""0.002""","=""173.9012""","=""0.0014""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.12957""","=""3d.4s2""","=""2D""","=""3/2""","=""4s2.4f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L2110""",
"=""173.9786""","=""0.0004""","=""173.9780""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.126431""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""173.9992""","=""0.0004""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""174.0515""","=""0.0004""","=""174.0516""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.123418""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""174.1178""","=""0.0004""","=""174.1175""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.141593""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""174.1391""","=""0.0004""","=""174.1391""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.119836""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""174.1749""","=""0.0004""","=""174.1751""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.139237""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""174.1892""","=""0.0004""","=""174.1898""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.138636""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""174.2408""","=""0.0004""","=""174.2412""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.115666""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""174.412""","=""0.002""","=""174.4118""","=""0.0014""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.12957""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.4f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L2110""",
"=""174.463""","=""0.002""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""174.467""","=""0.002""","=""174.4669""","=""0.0020""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.12733""","=""3d.4s2""","=""2D""","=""5/2""","=""4s2.4f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L2110""",
"=""174.4884""","=""0.0004""","=""174.4890""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.126431""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""174.5631""","=""0.0004""","=""174.5630""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.123418""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""174.628""","=""0.002""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""174.6511""","=""0.0004""","=""174.6511""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.119836""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""174.7541""","=""0.0004""","=""174.7537""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.115666""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""174.780""","=""0.002""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""174.842""","=""0.002""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""174.8774""","=""0.0004""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""174.9160""","=""0.0004""","=""174.9158""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.088222""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""174.9290""","=""0.0004""","=""174.9288""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.087696""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""174.9470""","=""0.0004""","=""174.9473""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.086944""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""175.1705""","=""0.0004""","=""175.1706""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.077913""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""175.2500""","=""0.0004""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""175.3443""","=""0.0004""","=""175.3450""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.070870""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""175.4321""","=""0.0004""","=""175.4323""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.088222""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""175.4411""","=""0.0009""","=""175.4412""","=""0.0012""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.08787""","=""3d.4s2""","=""2D""","=""5/2""","=""3d2.(3F).15p""","=""2F*?""","=""5/2""",6,6,,"=""""","=""L2110""",
"=""175.4411""","=""0.0009""","=""175.4412""","=""0.0012""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.08787""","=""3d.4s2""","=""2D""","=""5/2""","=""3d2.(3F).15p""","=""2F*?""","=""7/2""",6,8,,"=""""","=""L2110""",
"=""175.4452""","=""0.0004""","=""175.4454""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.087696""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""175.4547""","=""0.0004""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""175.4644""","=""0.0004""","=""175.4641""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.086944""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""175.4898""","=""0.0004""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""175.5060""","=""0.0004""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""175.666""","=""0.002""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""175.6887""","=""0.0004""","=""175.6886""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.077913""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""175.7468""","=""0.0004""","=""175.7458""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.05474""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""175.7710""","=""0.0004""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""175.7812""","=""0.0009""","=""175.7813""","=""0.0012""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.07419""","=""3d.4s2""","=""2D""","=""5/2""","=""3d2.(3F).14p""","=""2F*?""","=""5/2""",6,6,,"=""""","=""L2110""",
"=""175.7812""","=""0.0009""","=""175.7813""","=""0.0012""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.07419""","=""3d.4s2""","=""2D""","=""5/2""","=""3d2.(3F).14p""","=""2F*?""","=""7/2""",6,8,,"=""""","=""L2110""",
"=""175.8649""","=""0.0004""","=""175.8641""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.070870""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""175.8830""","=""0.0004""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""175.8932""","=""0.0004""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""175.9250""","=""0.0004""","=""175.9247""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""7.047573""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""175.933""","=""0.002""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""176.1952""","=""0.0004""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""176.2176""","=""0.0009""","=""176.2175""","=""0.0012""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.05673""","=""3d.4s2""","=""2D""","=""5/2""","=""3d2.(3F).13p""","=""2F*?""","=""5/2""",6,6,,"=""""","=""L2110""",
"=""176.2176""","=""0.0009""","=""176.2175""","=""0.0012""","=""g,a*""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.05673""","=""3d.4s2""","=""2D""","=""5/2""","=""3d2.(3F).13p""","=""2F*?""","=""7/2""",6,8,,"=""""","=""L2110""",
"=""176.247""","=""0.002""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
"=""176.2664""","=""0.0004""","=""176.2673""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.05474""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""176.4469""","=""0.0004""","=""176.4472""","=""0.0003""","=""g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""7.047573""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""176.463""","=""0.002""","=""""","=""""","=""a""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2110""",
