obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""679.0053""","=""0.0005""","=""679.005672""","=""0.000023""","=""310""","=""""","=""""","=""""","=""""",,"=""2.318457821""","=""4.14442487""","=""5f.7s2.7p""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""679.0217""","=""0.0005""","=""679.022098""","=""0.000008""","=""120""","=""""","=""""","=""""","=""""",,"=""2.240278611""","=""4.06620149""","=""6d.7s2.7p""","=""1F*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L3552""",
"=""679.05913""","=""0.00023""","=""679.058793""","=""0.000011""","=""42""","=""""","=""""","=""""","=""""",,"=""2.532190560""","=""4.35801477""","=""6d.7s2.7p""","=""3P*""","=""1""","=""""","=""""","=""2""",3,5,,"=""""","=""L12239""",
"=""679.071393""","=""0.000008""","=""679.071388""","=""0.000003""","=""1900""","=""""","=""""","=""""","=""""",,"=""1.388254945""","=""3.214045292""","=""5f.6d.7s2""","=""3H*""","=""5""","=""6d4""","=""3H""","=""4""",11,9,,"=""""","=""L18702""",
"=""679.08779""","=""0.00009""","=""679.087818""","=""0.000006""","=""99""","=""""","=""""","=""""","=""""",,"=""2.233126549""","=""4.058872721""","=""5f.6d2.7s""","=""5H*""","=""5""","=""""","=""""","=""5""",11,11,,"=""""","=""L5951""",
"=""679.310929""","=""0.000009""","=""679.3109362""","=""0.0000023""","=""1800""","=""""","=""""","=""""","=""""",,"=""1.0910919079""","=""2.916238418""","=""6d3.(4F).7s""","=""5F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L18702""",
"=""679.4549""","=""0.0003""","=""679.455224""","=""0.000009""","=""15""","=""""","=""""","=""""","=""""",,"=""2.332128677""","=""4.15688760""","=""6d2.7s.7p""","=""5G*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L12239""",
"=""679.4775""","=""0.0005""","=""679.477388""","=""0.000018""","=""92""","=""""","=""""","=""""","=""""",,"=""2.444104358""","=""4.26880376""","=""6d3.(2F).7s""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L3552""",
"=""679.5589""","=""0.0003""","=""679.558887""","=""0.000014""","=""33""","=""""","=""""","=""""","=""""",,"=""2.715676522""","=""4.54015709""","=""5f.6d2.7s""","=""5H*""","=""7""","=""""","=""""","=""7""",15,15,,"=""""","=""L12239""",
"=""679.6674""","=""0.0003""","=""679.667339""","=""0.000009""","=""15""","=""""","=""""","=""""","=""""",,"=""2.428647391""","=""4.25283683""","=""6d2.7s.7p""","=""5G*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L12239""",
"=""679.68425""","=""0.00023""","=""679.684230""","=""0.000023""","=""45""","=""""","=""""","=""""","=""""",,"=""2.624137715""","=""4.44828182""","=""5f.6d.7s2""","=""3D*""","=""3""","=""6d4""","=""""","=""2""",7,5,,"=""""","=""L12239""",
"=""679.69247""","=""0.00018""","=""679.692516""","=""0.000007""","=""120""","=""""","=""""","=""""","=""""",,"=""2.240278611""","=""4.064400484""","=""6d.7s2.7p""","=""1F*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L12239""",
"=""679.76737""","=""0.00009""","=""679.767392""","=""0.000009""","=""110""","=""""","=""""","=""""","=""""",,"=""1.731131837""","=""3.55505278""","=""6d3.(2D2).7s""","=""""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L5951""",
"=""680.03631""","=""0.00005""","=""680.036371""","=""0.000004""","=""390""","=""""","=""""","=""""","=""""",,"=""1.463377110""","=""3.286576628""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""680.06216""","=""0.00014""","=""680.062235""","=""0.000007""","=""82""","=""""","=""""","=""""","=""""",,"=""2.212755599""","=""4.03588578""","=""5f.6d.7s2""","=""3P*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L18702""",
"=""680.23413""","=""0.00008""","=""680.234097""","=""0.000005""","=""130""","=""""","=""""","=""""","=""""",,"=""2.169869268""","=""3.992538831""","=""5f.6d2.7s""","=""5I*""","=""5""","=""""","=""""","=""5""",11,11,,"=""""","=""L5951""",
"=""680.4287""","=""0.0005""","=""680.42909""","=""0.00003""","=""18""","=""""","=""""","=""""","=""""",,"=""2.569497625""","=""4.39164486""","=""""","=""*""","=""0""","=""""","=""""","=""1""",1,3,,"=""""","=""L3552""",
"=""680.46629""","=""0.00019""","=""680.466323""","=""0.000006""","=""140""","=""""","=""""","=""""","=""""",,"=""1.622774763""","=""3.444822294""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L12239""",
"=""680.5056""","=""0.0004""","=""680.50533""","=""0.00003""","=""9""","=""""","=""""","=""""","=""""",,"=""3.149838693""","=""4.97178179""","=""5f.6d.7s.7p""","=""5H""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L12239""",
"=""680.5182""","=""0.0003""","=""680.517246""","=""0.000011""","=""30""","=""""","=""""","=""""","=""""",,"=""2.307883790""","=""4.12979498""","=""6d2.7s.7p""","=""5D*""","=""1""","=""""","=""""","=""2""",3,5,,"=""""","=""L12239""",
"=""680.73459""","=""0.00019""","=""680.734612""","=""0.000014""","=""140""","=""""","=""""","=""""","=""""",,"=""2.135541319""","=""3.95687075""","=""6d2.7s.7p""","=""5F*""","=""2""","=""""","=""""","=""1""",5,3,,"=""""","=""L12239""",
"=""680.76295""","=""0.00007""","=""680.762795""","=""0.000010""","=""160""","=""""","=""""","=""""","=""""",,"=""1.966871474""","=""3.78812550""","=""6d3.(2D2).7s""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""680.8993""","=""0.0003""","=""680.899340""","=""0.000023""","=""22""","=""""","=""""","=""""","=""""",,"=""2.777171240""","=""4.59806004""","=""5f.6d2.7s""","=""3I*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L12239""",
"=""680.91976""","=""0.00007""","=""680.919721""","=""0.000009""","=""150""","=""""","=""""","=""""","=""""",,"=""1.438344449""","=""3.25917875""","=""6d3.(4P).7s""","=""5P""","=""1""","=""6d2.7s.7p""","=""3D*""","=""1""",3,3,,"=""""","=""L5951""",
"=""680.9689""","=""0.0004""","=""680.96979""","=""0.00003""","=""14""","=""""","=""""","=""""","=""""",,"=""2.974431955""","=""4.79513237""","=""5f.6d.7s.7p""","=""5F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L12239""",
"=""681.09791""","=""0.00004""","=""681.097969""","=""0.000007""","=""500""","=""""","=""""","=""""","=""""",,"=""2.360554170""","=""4.180911947""","=""6d.7s2.7p""","=""3P*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L5951""",
"=""681.11960""","=""0.00003""","=""681.119619""","=""0.000003""","=""460""","=""""","=""""","=""""","=""""",,"=""1.501989980""","=""3.322289894""","=""5f.6d.7s2""","=""1D*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L18702""",
"=""681.13886""","=""0.00006""","=""681.138912""","=""0.000003""","=""200""","=""""","=""""","=""""","=""""",,"=""1.393796936""","=""3.214045292""","=""5f.6d.7s2""","=""3F*""","=""3""","=""6d4""","=""3H""","=""4""",7,9,,"=""""","=""L5951""",
"=""681.15566""","=""0.00007""","=""681.155712""","=""0.000014""","=""160""","=""""","=""""","=""""","=""""",,"=""2.836458818""","=""4.65666228""","=""""","=""*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L5951""",
"=""681.3605""","=""0.0005""","=""681.36076""","=""0.00003""","=""24""","=""""","=""""","=""""","=""""",,"=""2.745209091""","=""4.56486477""","=""""","=""*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L3552""",
"=""681.38434""","=""0.00023""","=""681.384258""","=""0.000008""","=""68""","=""""","=""""","=""""","=""""",,"=""2.347057245""","=""4.16665018""","=""6d2.7s.7p""","=""3G*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L12239""",
"=""681.43715""","=""0.00005""","=""681.437178""","=""0.000014""","=""370""","=""""","=""""","=""""","=""""",,"=""3.081045536""","=""4.90049717""","=""""","=""3I*""","=""6""","=""""","=""""","=""5""",13,11,,"=""""","=""L5951""",
"=""681.48520""","=""0.00023""","=""681.48467""","=""0.00004""","=""56""","=""""","=""""","=""""","=""""",,"=""3.420947469""","=""5.24027231""","=""6d4""","=""3H""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L12239""",
"=""681.54929""","=""0.00023""","=""681.549329""","=""0.000008""","=""60""","=""""","=""""","=""""","=""""",,"=""2.010711511""","=""3.82986374""","=""6d.7s2.7p""","=""1D*""","=""2""","=""""","=""""","=""1""",5,3,,"=""""","=""L12239""",
"=""681.6064""","=""0.0005""","=""681.607446""","=""0.000019""","=""12""","=""""","=""""","=""""","=""""",,"=""2.670569119""","=""4.48956624""","=""""","=""*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L3552""",
"=""681.74932""","=""0.00007""","=""681.749300""","=""0.000005""","=""170""","=""""","=""""","=""""","=""""",,"=""1.880456013""","=""3.699074652""","=""6d2.7s.7p""","=""5G*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L5951""",
"=""681.8127""","=""0.0005""","=""681.812689""","=""0.000008""","=""300""","=""""","=""""","=""""","=""""",,"=""1.920914392""","=""3.73936395""","=""6d3.(2H).7s""","=""3H""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L3552""",
"=""681.87093""","=""0.00023""","=""681.871143""","=""0.000009""","=""45""","=""""","=""""","=""""","=""""",,"=""1.716904709""","=""3.53519838""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L12239""",
"=""681.9129""","=""0.0005""","=""681.91362""","=""0.00003""","=""11""","=""""","=""""","=""""","=""""",,"=""2.739826117""","=""4.55800651""","=""5f.6d.7s.7p""","=""5I""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L3552""",
"=""681.9264""","=""0.0003""","=""681.926615""","=""0.000014""","=""19""","=""""","=""""","=""""","=""""",,"=""2.418081613""","=""4.23622737""","=""6d2.7s.7p""","=""5F*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L12239""",
"=""682.0413""","=""0.0003""","=""682.04059""","=""0.00005""","=""31""","=""""","=""""","=""""","=""""",,"=""3.783638922""","=""5.60148086""","=""""","=""*""","=""5""","=""""","=""""","=""6""",11,13,,"=""""","=""L12239""",
"=""682.08874""","=""0.00023""","=""682.088880""","=""0.000003""","=""59""","=""""","=""""","=""""","=""""",,"=""0.9301651190""","=""2.747878354""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L12239""",
"=""682.1442""","=""0.0003""","=""682.144036""","=""0.000004""","=""34""","=""""","=""""","=""""","=""""",,"=""1.795523000""","=""3.613089262""","=""5f.6d.7s2""","=""3H*""","=""6""","=""""","=""""","=""5""",13,11,,"=""""","=""L12239""",
"=""682.1684""","=""0.0003""","=""682.168289""","=""0.000014""","=""26""","=""""","=""""","=""""","=""""",,"=""2.506331889""","=""4.32383353""","=""6d2.7s.7p""","=""5D*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L12239""",
"=""682.53916""","=""0.00003""","=""682.539143""","=""0.000004""","=""580""","=""""","=""""","=""""","=""""",,"=""1.648671592""","=""3.465185702""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L18702""",
"=""682.5702""","=""0.0003""","=""682.570674""","=""0.000014""","=""21""","=""""","=""""","=""""","=""""",,"=""2.419797174""","=""4.23622737""","=""6d2.7s.7p""","=""5D*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L12239""",
"=""682.58002""","=""0.00023""","=""682.580418""","=""0.000019""","=""53""","=""""","=""""","=""""","=""""",,"=""2.421710998""","=""4.23811527""","=""6d3.(2F).7s""","=""3F""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L12239""",
"=""682.59889""","=""0.00023""","=""682.598934""","=""0.000014""","=""43""","=""""","=""""","=""""","=""""",,"=""2.360554170""","=""4.17690917""","=""6d.7s2.7p""","=""3P*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L12239""",
"=""682.6263""","=""0.0005""","=""682.626602""","=""0.000011""","=""5""","=""""","=""""","=""""","=""""",,"=""2.332128677""","=""4.14841005""","=""6d2.7s.7p""","=""5G*""","=""4""","=""5f.6d.7s.7p""","=""3H""","=""4""",9,9,,"=""""","=""L3552""",
"=""682.656073""","=""0.000007""","=""682.656071""","=""0.000003""","=""2300""","=""""","=""""","=""""","=""""",,"=""1.393796936""","=""3.209999907""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L18702""",
"=""682.7916""","=""0.0004""","=""682.79177""","=""0.00004""","=""15""","=""""","=""""","=""""","=""""",,"=""3.686462224""","=""5.50230425""","=""""","=""*""","=""5""","=""""","=""""","=""5""",11,11,,"=""""","=""L12239""",
"=""682.8180""","=""0.0005""","=""682.818614""","=""0.000023""","=""2900""","=""""","=""""","=""""","=""""",,"=""2.747878354""","=""4.56364898""","=""""","=""*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L3552""",
"=""683.0097""","=""0.0003""","=""683.009848""","=""0.000011""","=""38""","=""""","=""""","=""""","=""""",,"=""2.240278611""","=""4.05554085""","=""6d.7s2.7p""","=""1F*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L12239""",
"=""683.091986""","=""0.000004""","=""683.0919821""","=""0.0000019""","=""4400""","=""""","=""""","=""""","=""""",,"=""0.9301651190""","=""2.745209091""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L18702""",
"=""683.1097""","=""0.0005""","=""683.110589""","=""0.000023""","=""46""","=""""","=""""","=""""","=""""",,"=""2.116882543""","=""3.93187707""","=""6d3.(4P).7s""","=""""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L3552""",
"=""683.12318""","=""0.00006""","=""683.123187""","=""0.000004""","=""290""","=""""","=""""","=""""","=""""",,"=""1.761433209""","=""3.576394271""","=""5f.6d.7s2""","=""3F*""","=""4""","=""5f.6d.7s.7p""","=""5H""","=""4""",9,9,,"=""""","=""L5951""",
"=""683.31383""","=""0.00023""","=""683.314009""","=""0.000008""","=""56""","=""""","=""""","=""""","=""""",,"=""2.347057245""","=""4.16151146""","=""6d2.7s.7p""","=""3G*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L12239""",
"=""683.3506""","=""0.0005""","=""683.35164""","=""0.00003""","=""11""","=""""","=""""","=""""","=""""",,"=""2.745209091""","=""4.55956340""","=""""","=""*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L3552""",
"=""683.52644""","=""0.00023""","=""683.526566""","=""0.000008""","=""45""","=""""","=""""","=""""","=""""",,"=""2.158716703""","=""3.97260668""","=""6d.7s2.7p""","=""3D*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L12239""",
"=""683.5583""","=""0.0005""","=""683.558551""","=""0.000019""","=""17""","=""""","=""""","=""""","=""""",,"=""2.683744315""","=""4.49754941""","=""6d3.(2G).7s""","=""""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L3552""",
"=""683.6471""","=""0.0005""","=""683.647725""","=""0.000014""","=""5""","=""""","=""""","=""""","=""""",,"=""2.457017414""","=""4.27058592""","=""6d2.7s.7p""","=""5P*""","=""1""","=""""","=""""","=""2""",3,5,,"=""""","=""L3552""",
"=""683.6666""","=""0.0005""","=""683.665082""","=""0.000011""","=""28""","=""""","=""""","=""""","=""""",,"=""2.544492306""","=""4.35801477""","=""6d2.7s.7p""","=""3F*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L3552""",
"=""683.6810551""","=""0.0000019""","=""683.6810538""","=""0.0000019""","=""9800""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""2.428647391""","=""6d2.7s2""","=""3F""","=""4""","=""6d2.7s.7p""","=""5G*""","=""5""",9,11,,"=""""","=""L18702""",
"=""683.69463""","=""0.00004""","=""683.694519""","=""0.000010""","=""210""","=""""","=""""","=""""","=""""",,"=""1.472664364""","=""3.28610875""","=""6d.7s2.7p""","=""3D*""","=""1""","=""6d3.(2D1).7s""","=""1D""","=""2""",3,5,,"=""""","=""L18702""",
"=""683.77997""","=""0.00011""","=""683.779999""","=""0.000005""","=""72""","=""""","=""""","=""""","=""""",,"=""2.026726250""","=""3.839943932""","=""5f.6d2.7s""","=""5H*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L5951""",
"=""683.8084""","=""0.0004""","=""683.808444""","=""0.000023""","=""14""","=""""","=""""","=""""","=""""",,"=""2.855726329""","=""4.66886858""","=""5f.7s2.7p""","=""3G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L12239""",
"=""683.8538""","=""0.0005""","=""683.85413""","=""0.00003""","=""17""","=""""","=""""","=""""","=""""",,"=""2.790642114""","=""4.60366325""","=""6d2.7s.7p""","=""5P*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L3552""",
"=""683.8766""","=""0.0003""","=""683.876319""","=""0.000014""","=""28""","=""""","=""""","=""""","=""""",,"=""2.532190560""","=""4.34515286""","=""6d.7s2.7p""","=""3P*""","=""1""","=""""","=""5F""","=""1""",3,3,,"=""""","=""L12239""",
"=""683.93833""","=""0.00008""","=""683.938405""","=""0.000007""","=""130""","=""""","=""""","=""""","=""""",,"=""2.519639824""","=""4.332437548""","=""5f.6d.7s2""","=""1H*""","=""5""","=""""","=""""","=""6""",11,13,,"=""""","=""L5951""",
"=""684.0789""","=""0.0005""","=""684.079696""","=""0.000014""","=""46""","=""""","=""""","=""""","=""""",,"=""2.747878354""","=""4.56030166""","=""""","=""*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L3552""",
"=""684.0866""","=""0.0005""","=""684.087908""","=""0.000006""","=""11""","=""""","=""""","=""""","=""""",,"=""2.026726250""","=""3.839127800""","=""5f.6d2.7s""","=""5H*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L3552""",
"=""684.11822""","=""0.00008""","=""684.118181""","=""0.000003""","=""110""","=""""","=""""","=""""","=""""",,"=""1.728997759""","=""3.541319107""","=""6d.7s2.7p""","=""3F*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L5951""",
"=""684.2787""","=""0.0005""","=""684.279418""","=""0.000023""","=""10""","=""""","=""""","=""""","=""""",,"=""2.674963685""","=""4.48685800""","=""6d3.(2P).7s""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""684.3578""","=""0.0005""","=""684.35846""","=""0.00003""","=""54""","=""""","=""""","=""""","=""""",,"=""2.747878354""","=""4.55956340""","=""""","=""*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L3552""",
"=""684.3850""","=""0.0005""","=""684.385855""","=""0.000014""","=""43""","=""""","=""""","=""""","=""""",,"=""2.285237890""","=""4.09685041""","=""5f.7s2.7p""","=""3G""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L3552""",
"=""684.46223""","=""0.00014""","=""684.462260""","=""0.000003""","=""190""","=""""","=""""","=""""","=""""",,"=""0.902620242""","=""2.714030537""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L12239""",
"=""684.5444""","=""0.0005""","=""684.545428""","=""0.000012""","=""16""","=""""","=""""","=""""","=""""",,"=""2.332128677""","=""4.14331890""","=""6d2.7s.7p""","=""5G*""","=""4""","=""6d4""","=""""","=""4""",9,9,,"=""""","=""L3552""",
"=""684.7268""","=""0.0003""","=""684.72702""","=""0.00004""","=""25""","=""""","=""""","=""""","=""""",,"=""3.235613756""","=""5.04632363""","=""""","=""*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L12239""",
"=""684.83682""","=""0.00004""","=""684.836809""","=""0.000014""","=""370""","=""""","=""""","=""""","=""""",,"=""1.472664364""","=""3.28308397""","=""6d.7s2.7p""","=""3D*""","=""1""","=""6d4""","=""""","=""0""",3,1,,"=""""","=""L18702""",
"=""684.85027""","=""0.00010""","=""684.850193""","=""0.000006""","=""85""","=""""","=""""","=""""","=""""",,"=""2.158716703""","=""3.969100925""","=""6d.7s2.7p""","=""3D*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L5951""",
"=""684.9415""","=""0.0004""","=""684.942093""","=""0.000009""","=""11""","=""""","=""""","=""""","=""""",,"=""1.592945153""","=""3.40308647""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L12239""",
"=""684.9508""","=""0.0003""","=""684.950675""","=""0.000023""","=""16""","=""""","=""""","=""""","=""""",,"=""2.89569723""","=""4.70581587""","=""6d4""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L12239""",
"=""684.9886""","=""0.0004""","=""684.988782""","=""0.000011""","=""8""","=""""","=""""","=""""","=""""",,"=""2.332128677""","=""4.14214662""","=""6d2.7s.7p""","=""5G*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L12239""",
"=""685.0169""","=""0.0005""","=""685.018187""","=""0.000019""","=""10""","=""""","=""""","=""""","=""""",,"=""2.695174721""","=""4.50511497""","=""5f.6d2.7s""","=""5G*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L3552""",
"=""685.0587""","=""0.0005""","=""685.059779""","=""0.000009""","=""16""","=""""","=""""","=""""","=""""",,"=""2.347057245""","=""4.15688760""","=""6d2.7s.7p""","=""3G*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L3552""",
"=""685.2001""","=""0.0005""","=""685.200095""","=""0.000023""","=""43""","=""""","=""""","=""""","=""""",,"=""2.677398258""","=""4.48685800""","=""6d3.(2F).7s""","=""1F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L3552""",
"=""685.25841""","=""0.00023""","=""685.25822""","=""0.00004""","=""69""","=""""","=""""","=""""","=""""",,"=""3.664045428""","=""5.47335169""","=""5f.6d.7s.7p""","=""5H""","=""6""","=""""","=""*""","=""6""",13,13,,"=""""","=""L12239""",
"=""685.3990""","=""0.0005""","=""685.399465""","=""0.000023""","=""5""","=""""","=""""","=""""","=""""",,"=""2.621450226""","=""4.43038363""","=""6d3.(2H).7s""","=""1H""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L3552""",
"=""685.42453""","=""0.00008""","=""685.424543""","=""0.000004""","=""160""","=""""","=""""","=""""","=""""",,"=""1.880456013""","=""3.689323229""","=""6d2.7s.7p""","=""5G*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L5951""",
"=""685.54149""","=""0.00004""","=""685.541480""","=""0.000009""","=""420""","=""""","=""""","=""""","=""""",,"=""2.052464528""","=""3.86102319""","=""6d3.(2H).7s""","=""3H""","=""6""","=""""","=""*""","=""5""",13,11,,"=""""","=""L18702""",
"=""685.600014""","=""0.000019""","=""685.600011""","=""0.000008""","=""870""","=""""","=""""","=""""","=""""",,"=""1.622774763""","=""3.43117903""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L18702""",
"=""685.61410""","=""0.00010""","=""685.614137""","=""0.000024""","=""75""","=""""","=""""","=""""","=""""",,"=""2.947089041""","=""4.75545605""","=""5f.6d.7s.7p""","=""5F""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L5951""",
"=""685.6761""","=""0.0003""","=""685.67623""","=""0.00004""","=""20""","=""""","=""""","=""""","=""""",,"=""3.237632718""","=""5.04583596""","=""""","=""*""","=""2""","=""""","=""""","=""2 or 3""",5,5,,"=""""","=""L12239""",
"=""685.72066""","=""0.00005""","=""685.720703""","=""0.000010""","=""450""","=""""","=""""","=""""","=""""",,"=""1.980039530""","=""3.78812550""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L5951""",
"=""685.75808""","=""0.00007""","=""685.758145""","=""0.000004""","=""200""","=""""","=""""","=""""","=""""",,"=""1.622774763""","=""3.430762016""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L5951""",
"=""685.9310""","=""0.0004""","=""685.932868""","=""0.000024""","=""8""","=""""","=""""","=""""","=""""",,"=""2.634986930""","=""4.44251365""","=""""","=""*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L12239""",
"=""686.0209""","=""0.0005""","=""686.021718""","=""0.000014""","=""5""","=""""","=""""","=""""","=""""",,"=""2.02738205""","=""3.83467467""","=""6d2.7s2""","=""""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L3552""",
"=""686.0817""","=""0.0003""","=""686.08313""","=""0.00004""","=""17""","=""""","=""""","=""""","=""""",,"=""2.594012580""","=""4.40114342""","=""""","=""*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L12239""",
"=""686.1792""","=""0.0005""","=""686.17984""","=""0.00004""","=""5""","=""""","=""""","=""""","=""""",,"=""3.371299378""","=""5.17817554""","=""5f.6d.7s.7p""","=""5G""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L12239""",
"=""686.4652""","=""0.0004""","=""686.46425""","=""0.00003""","=""14""","=""""","=""""","=""""","=""""",,"=""3.185212758""","=""4.99134029""","=""""","=""*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L12239""",
"=""686.47621""","=""0.00008""","=""686.476231""","=""0.000008""","=""150""","=""""","=""""","=""""","=""""",,"=""2.360554170""","=""4.16665018""","=""6d.7s2.7p""","=""3P*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L5951""",
"=""686.4990""","=""0.0003""","=""686.498458""","=""0.000008""","=""21""","=""""","=""""","=""""","=""""",,"=""2.544492306""","=""4.350529842""","=""6d2.7s.7p""","=""3F*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L12239""",
"=""686.7290""","=""0.0004""","=""686.72912""","=""0.00003""","=""15""","=""""","=""""","=""""","=""""",,"=""3.193081366""","=""4.99851229""","=""""","=""*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L12239""",
"=""686.80518""","=""0.00005""","=""686.805196""","=""0.000003""","=""300""","=""""","=""""","=""""","=""""",,"=""1.463377110""","=""3.268608042""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L18702""",
"=""686.826103""","=""0.000019""","=""686.8260903""","=""0.0000019""","=""860""","=""""","=""""","=""""","=""""",,"=""0.7888365657""","=""2.594012580""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L18702""",
"=""686.865791""","=""0.000014""","=""686.8658040""","=""0.0000019""","=""980""","=""""","=""""","=""""","=""""",,"=""1.005636397""","=""2.810708039""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L18702""",
"=""687.034605""","=""0.000014""","=""687.034596""","=""0.000003""","=""1100""","=""""","=""""","=""""","=""""",,"=""1.648671592""","=""3.453299761""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L18702""",
